airport_id,iata_code,airport_name,icao_code,city,country,latitude,longitude
1793,CTM,Chetumal International Airport,MMCM,Chetumal,Mexico,18.504699707,-88.3267974854
1794,CEN,Ciudad Obregón International Airport,MMCN,Ciudad Obregon,Mexico,27.3925991058,-109.8330001831
1795,CPE,Ingeniero Alberto Acuña Ongay International Airport,MMCP,Campeche,Mexico,19.8167991638,-90.5002975464
1796,CJS,Abraham González International Airport,MMCS,Ciudad Juarez,Mexico,31.636100769,-106.4290008545
1797,CUU,General Roberto Fierro Villalobos International Airport,MMCU,Chihuahua,Mexico,28.7028999329,-105.964996338
1798,CVM,General Pedro Jose Mendez International Airport,MMCV,Ciudad Victoria,Mexico,23.7033004761,-98.9564971924
1800,CZM,Cozumel International Airport,MMCZ,Cozumel,Mexico,20.5223999023,-86.9255981445
1801,DGO,General Guadalupe Victoria International Airport,MMDO,Durango,Mexico,24.1242008209,-104.527999878
1802,TPQ,Amado Nervo National Airport,MMEP,Tepic,Mexico,21.4195,-104.843002
1803,ESE,Ensenada International Airport,MMES,Ensenada,Mexico,31.7953,-116.602997
1804,GDL,Don Miguel Hidalgo Y Costilla International Airport,MMGL,Guadalajara,Mexico,20.5217990875,-103.3109970093
1805,GYM,General José María Yáñez International Airport,MMGM,Guaymas,Mexico,27.9689998627,-110.9250030518
1806,TCN,Tehuacan Airport,MMHC,Tehuacan,Mexico,18.4972000122,-97.4198989868
1807,HMO,General Ignacio P. Garcia International Airport,MMHO,Hermosillo,Mexico,29.0958995819,-111.047996521
1808,CLQ,Licenciado Miguel de la Madrid Airport,MMIA,Colima,Mexico,19.277,-103.577002
1809,ISJ,Isla Mujeres Airport,MMIM,Isla Mujeres,Mexico,21.2450008392,-86.7399978638
1810,SLW,Plan De Guadalupe International Airport,MMIO,Saltillo,Mexico,25.5494995117,-100.9290008545
1811,IZT,Ixtepec Airport,MMIT,Iztepec,Mexico,16.449301,-95.093697
1813,LZC,Lázaro Cárdenas Airport,MMLC,Lazard Cardenas,Mexico,18.0016994476,-102.221000671
1814,LMM,Valle del Fuerte International Airport,MMLM,Los Mochis,Mexico,25.6851997375,-109.081001282
1815,BJX,Del Bajío International Airport,MMLO,Del Bajio,Mexico,20.9935,-101.481003
1816,LAP,Manuel Márquez de León International Airport,MMLP,La Paz,Mexico,24.0727005005,-110.361999512
1817,LTO,Loreto International Airport,MMLT,Loreto,Mexico,25.989200592,-111.3479995728
1818,MAM,General Servando Canales International Airport,MMMA,Matamoros,Mexico,25.7698993683,-97.5252990723
1819,MID,Licenciado Manuel Crescencio Rejon Int Airport,MMMD,Merida,Mexico,20.9370002747,-89.657699585
1820,MXL,General Rodolfo Sánchez Taboada International Airport,MMML,Mexicali,Mexico,32.6306,-115.241997
1821,MLM,General Francisco J. Mujica International Airport,MMMM,Morelia,Mexico,19.849899292,-101.025001526
1822,MTT,Minatitlán/Coatzacoalcos National Airport,MMMT,Minatitlan,Mexico,18.1033992767,-94.5807037354
1823,LOV,Monclova International Airport,MMMV,Monclova,Mexico,26.9557,-101.470001
1824,MEX,Licenciado Benito Juarez International Airport,MMMX,Mexico City,Mexico,19.4363,-99.072098
1825,MTY,General Mariano Escobedo International Airport,MMMY,Monterrey,Mexico,25.7784996033,-100.107002258
1826,MZT,General Rafael Buelna International Airport,MMMZ,Mazatlan,Mexico,23.1613998413,-106.26599884
1827,NOG,Nogales International Airport,MMNG,Nogales,Mexico,31.2261009216,-110.9759979248
1828,NLD,Quetzalcóatl International Airport,MMNL,Nuevo Laredo,Mexico,27.4438991547,-99.5705032349
1829,OAX,Xoxocotlán International Airport,MMOX,Oaxaca,Mexico,16.9999008179,-96.726600647
1830,PAZ,El Tajín National Airport,MMPA,Poza Rico,Mexico,20.6026992798,-97.4608001709
1831,PBC,Hermanos Serdán International Airport,MMPB,Puebla,Mexico,19.1581001282,-98.3713989258
1832,,Ingeniero Juan Guillermo Villasana Airport,MMPC,Pachuca,Mexico,20.0774,-98.782501
1833,PPE,Mar de Cortés International Airport,MMPE,Punta Penasco,Mexico,31.351987,-113.305177
1834,PDS,Piedras Negras International Airport,MMPG,Piedras Negras,Mexico,28.627399,-100.535004
1835,UPN,Licenciado y General Ignacio Lopez Rayon Airport,MMPN,Uruapan,Mexico,19.3966999054,-102.0390014648
1836,PVR,Licenciado Gustavo Díaz Ordaz International Airport,MMPR,Puerto Vallarta,Mexico,20.6800994873,-105.2539978027
1837,PXM,Puerto Escondido International Airport,MMPS,Puerto Escondido,Mexico,15.8769,-97.089103
1838,QRO,Querétaro Intercontinental Airport,MMQT,Queretaro,Mexico,20.6173,-100.185997
1839,REX,General Lucio Blanco International Airport,MMRX,Reynosa,Mexico,26.0089,-98.2285
1840,SJD,Los Cabos International Airport,MMSD,San Jose Del Cabo,Mexico,23.1518001556,-109.7210006714
1841,SFH,San Felipe International Airport,MMSF,San Filipe,Mexico,30.9302005768,-114.8089981079
1842,SLP,Ponciano Arriaga International Airport,MMSP,San Luis Potosi,Mexico,22.2542991638,-100.930999756
1843,,Tlaxcala Airport,MMTA,Tlaxcala,Mexico,19.537992,-98.173492
1844,,Terán Air Base,MMTB,Tuxtla Gutierrez,Mexico,16.739901,-93.173301
1845,TRC,Francisco Sarabia International Airport,MMTC,Torreon,Mexico,25.5683002472,-103.411003113
1846,TGZ,Angel Albino Corzo International Airport,MMTG,Tuxtla Gutierrez,Mexico,16.5636005402,-93.0224990845
1847,TIJ,General Abelardo L. Rodríguez International Airport,MMTJ,Tijuana,Mexico,32.5410995483,-116.9700012207
1848,TAM,General Francisco Javier Mina International Airport,MMTM,Tampico,Mexico,22.2964000702,-97.8658981323
1849,TSL,Tamuin Airport,MMTN,Tamuin,Mexico,22.0383,-98.806502
1850,TLC,Licenciado Adolfo Lopez Mateos International Airport,MMTO,Toluca,Mexico,19.3370990753,-99.5660018921
1851,TAP,Tapachula International Airport,MMTP,Tapachula,Mexico,14.7943000793,-92.3700027466
1852,CUN,Cancún International Airport,MMUN,Cancun,Mexico,21.0365009308,-86.8770980835
1853,VSA,Carlos Rovirosa Pérez International Airport,MMVA,Villahermosa,Mexico,17.9969997406,-92.8173980713
1854,VER,General Heriberto Jara International Airport,MMVR,Vera Cruz,Mexico,19.1459007263,-96.1873016357
1855,ZCL,General Leobardo C. Ruiz International Airport,MMZC,Zacatecas,Mexico,22.8971004486,-102.68699646
1856,ZIH,Ixtapa Zihuatanejo International Airport,MMZH,Zihuatanejo,Mexico,17.601600647,-101.460998535
1857,ZMM,Zamora Airport,MMZM,Zamora,Mexico,20.045,-102.276001
1858,ZLO,Playa De Oro International Airport,MMZO,Manzanillo,Mexico,19.1448001862,-104.558998108
1859,,Zapopan Airport,MMZP,Zapopan,Mexico,20.747922,-103.461709
1860,BEF,Bluefields Airport,MNBL,Bluefields,Nicaragua,11.9910001755,-83.7741012573
1861,,Los Brasiles Airport,MNBR,Los Brasiles,Nicaragua,12.1899995804,-86.3538970947
1862,,Leon (Fanor Urroz) Airport,MNLN,Leon,Nicaragua,12.4292001724,-86.9028015137
1863,MGA,Augusto C. Sandino (Managua) International Airport,MNMG,Managua,Nicaragua,12.141500473,-86.1681976318
1864,PUZ,Puerto Cabezas Airport,MNPC,Puerto Cabezas,Nicaragua,14.0472002029,-83.3867034912
1865,BOC,Bocas Del Toro International Airport,MPBO,Bocas Del Toro,Panama,9.3408498764,-82.2508010864
1866,CHX,Cap Manuel Niño International Airport,MPCH,Changuinola,Panama,9.458962,-82.515062
1867,DAV,Enrique Malek International Airport,MPDA,David,Panama,8.390999794,-82.4349975586
1868,BLB,Panama Pacific International Airport,MPHO,Howard,Panama,8.91479,-79.599602
1869,PAC,Marcos A. Gelabert International Airport,MPMG,Panama,Panama,8.9733400345,-79.5556030273
1870,SYP,Ruben Cantu Airport,MPSA,Santiago,Panama,8.0855998993,-80.9452972412
1871,PTY,Tocumen International Airport,MPTO,Panama City,Panama,9.0713596344,-79.3834991455
1872,BAI,Buenos Aires Airport,MRBA,Buenos Aires,Costa Rica,9.163949,-83.330171
1874,OTR,Coto 47 Airport,MRCC,Coto 47,Costa Rica,8.601559639,-82.9685974121
1875,JAP,Chacarita Airport,MRCH,Chacarita,Costa Rica,9.9814100266,-84.7726974487
1877,,El Carmen de Siquirres Airport,MREC,El Carmen,Costa Rica,10.2019996643,-83.4721984863
1878,,Finca 10 / Nuevo Palmar Sur Airport,MRFI,Finca 10,Costa Rica,8.9163503647,-83.5073013306
1879,GLF,Golfito Airport,MRGF,Golfito,Costa Rica,8.654009819,-83.1821975708
1880,GPL,Guapiles Airport,MRGP,Guapiles,Costa Rica,10.2172002792,-83.7969970703
1881,LIR,Daniel Oduber Quiros International Airport,MRLB,Liberia,Costa Rica,10.5933,-85.544403
1882,LSL,Los Chiles Airport,MRLC,Los Chiles,Costa Rica,11.0353002548,-84.7061004639
1883,LIO,Limon International Airport,MRLM,Limon,Costa Rica,9.9579601288,-83.0220031738
1884,NOB,Nosara Airport,MRNS,Nosara Beach,Costa Rica,9.9764900208,-85.6529998779
1885,SJO,Juan Santamaria International Airport,MROC,San Jose,Costa Rica,9.9938602448,-84.2088012695
1886,,Pandora Airport,MRPD,Pandora,Costa Rica,9.732170105,-82.9832000732
1887,PMZ,Palmar Sur Airport,MRPM,Palmar Sur,Costa Rica,8.9510297775,-83.4685974121
1889,XQP,Quepos Managua Airport,MRQP,Quepos,Costa Rica,9.4431600571,-84.1297988892
1890,,Santa Clara De Guapiles Airport,MRSG,Santa Clara,Costa Rica,10.2882995605,-83.7135009766
1891,TOO,San Vito De Java Airport,MRSV,San Vito De Jaba,Costa Rica,8.8261098862,-82.9589004517
1892,SAL,Monseñor Óscar Arnulfo Romero International Airport,MSLP,San Salvador,El Salvador,13.4409,-89.055702
1893,,Ilopango International Airport,MSSS,San Salvador,El Salvador,13.6995000839,-89.1199035645
1894,CYA,Les Cayes Airport,MTCA,Cayes,Haiti,18.2710990906,-73.7882995605
1895,CAP,Cap Haitien International Airport,MTCH,Cap Haitien,Haiti,19.733,-72.194702
1896,JAK,Jacmel Airport,MTJA,Jacmel,Haiti,18.2411003113,-72.5185012817
1897,PAP,Toussaint Louverture International Airport,MTPP,Port-au-prince,Haiti,18.5799999237,-72.2925033569
1898,BCA,Gustavo Rizo Airport,MUBA,Baracoa Playa,Cuba,20.3652992249,-74.5062026978
1899,BYM,Carlos Manuel de Cespedes Airport,MUBY,Bayamo,Cuba,20.3964004517,-76.6213989258
1900,AVI,Maximo Gomez Airport,MUCA,Ciego De Avila,Cuba,22.0270996094,-78.7895965576
1901,CCC,Jardines Del Rey Airport,MUCC,Cunagua,Cuba,22.4610004425,-78.3283996582
1902,CFG,Jaime Gonzalez Airport,MUCF,Cienfuegos,Cuba,22.1499996185,-80.4141998291
1903,CYO,Vilo Acuña International Airport,MUCL,Cayo Largo del Sur,Cuba,21.6165008545,-81.5459976196
1904,CMW,Ignacio Agramonte International Airport,MUCM,Camaguey,Cuba,21.42029953,-77.8475036621
1905,SCU,Antonio Maceo International Airport,MUCU,Santiago De Cuba,Cuba,19.9698009491,-75.8354034424
1906,,Florida Airport,MUFL,Florida,Cuba,21.4997005463,-78.202796936
1907,NBW,Leeward Point Field,MUGM,Guantanamo,Cuba,19.9064998627,-75.2070999146
1908,GAO,Mariana Grajales Airport,MUGT,Guantanamo,Cuba,20.0853004456,-75.1583023071
1909,HAV,José Martí International Airport,MUHA,Havana,Cuba,22.989200592,-82.4091033936
1910,HOG,Frank Pais International Airport,MUHG,Holguin,Cuba,20.7856006622,-76.3151016235
1911,LCL,La Coloma Airport,MULM,La Coloma,Cuba,22.3360996246,-83.6418991089
1912,MOA,Orestes Acosta Airport,MUMO,Moa,Cuba,20.6539001465,-74.922203064
1913,MZO,Sierra Maestra Airport,MUMZ,Manzanillo,Cuba,20.2880992889,-77.0892028809
1914,GER,Rafael Cabrera Airport,MUNG,Nueva Gerona,Cuba,21.8346996307,-82.7837982178
1915,UPB,Playa Baracoa Airport,MUPB,Baracoa Playa,Cuba,23.0328006744,-82.5793991089
1916,QPD,Pinar Del Rio Airport,MUPR,Pinar Del Rio Norte,Cuba,22.4214000702,-83.6783981323
1917,,San Antonio De Los Banos Airport,MUSA,San Antonio De Banos,Cuba,22.8715000153,-82.5093002319
1918,SNU,Abel Santamaria Airport,MUSC,Santa Clara,Cuba,22.4922008514,-79.9436035156
1919,,Joaquín de Agüero Airport,MUSL,Santa Lucia,Cuba,21.5094559067,-77.0205974579
1920,SZJ,Siguanea Airport,MUSN,Siguanea,Cuba,21.6424999237,-82.9551010132
1921,USS,Sancti Spiritus Airport,MUSS,Sancti Spiritus,Cuba,21.9704,-79.442703
1923,VRA,Juan Gualberto Gomez International Airport,MUVR,Varadero,Cuba,23.0344009399,-81.4353027344
1924,VTU,Hermanos Ameijeiras Airport,MUVT,Las Tunas,Cuba,20.9876003265,-76.935798645
1925,CYB,Gerrard Smith International Airport,MWCB,Cayman Brac,Cayman Islands,19.6870002747,-79.8827972412
1926,GCM,Owen Roberts International Airport,MWCR,Georgetown,Cayman Islands,19.2928009033,-81.3576965332
1927,MAY,Clarence A. Bain Airport,MYAB,Clarence Bain,Bahamas,24.2877006531,-77.6846008301
1928,ASD,Andros Town Airport,MYAF,Andros Town,Bahamas,24.6979007721,-77.7956008911
1930,MHH,Leonard M Thompson International Airport,MYAM,Marsh Harbor,Bahamas,26.5114,-77.083503
1931,SAQ,San Andros Airport,MYAN,San Andros,Bahamas,25.0538005829,-78.0490036011
1932,AXP,Spring Point Airport,MYAP,Spring Point,Bahamas,22.4417991638,-73.9709014893
1933,,Sandy Point Airport,MYAS,Sandy Point,Bahamas,26.0046005249,-77.3955001831
1934,TCB,Treasure Cay Airport,MYAT,Treasure Cay,Bahamas,26.745300293,-77.3912963867
1935,CCZ,Chub Cay Airport,MYBC,Chub Cay,Bahamas,25.4171009064,-77.880897522
1936,GHC,Great Harbour Cay Airport,MYBG,Bullocks Harbour,Bahamas,25.7383,-77.840103
1937,BIM,South Bimini Airport,MYBS,Alice Town,Bahamas,25.6998996735,-79.2647018433
1941,GGT,Exuma International Airport,MYEF,Great Exuma,Bahamas,23.5625991821,-75.8779983521
1942,,George Town Airport,MYEG,George Town,Bahamas,23.4666996002,-75.7817001343
1943,ELH,North Eleuthera Airport,MYEH,North Eleuthera,Bahamas,25.474899292,-76.6835021973
1944,GHB,Governor's Harbour Airport,MYEM,Governor's Harbor,Bahamas,25.2847003937,-76.3310012817
1945,NMC,Normans Cay Airport,MYEN,Norman's Cay,Bahamas,24.5942993164,-76.8201980591
1946,RSD,Rock Sound Airport,MYER,Rock Sound,Bahamas,24.8950787333,-76.1768817902
1947,TYM,Staniel Cay Airport,MYES,Staniel Cay,Bahamas,24.1690998077,-76.4391021729
1948,FPO,Grand Bahama International Airport,MYGF,Freeport,Bahamas,26.5587005615,-78.695602417
1949,IGA,Inagua Airport,MYIG,Matthew Town,Bahamas,20.9750003815,-73.6669006348
1950,LGI,Deadman's Cay Airport,MYLD,Dead Man's Cay,Bahamas,23.1790008545,-75.0935974121
1951,SML,Stella Maris Airport,MYLS,Stella Maris,Bahamas,23.582317,-75.268621
1952,MYG,Mayaguana Airport,MYMM,Mayaguana,Bahamas,22.379499,-73.013494
1953,NAS,Lynden Pindling International Airport,MYNN,Nassau,Bahamas,25.0389995575,-77.4662017822
1954,DCT,Duncan Town Airport,MYRD,Duncan Town,Bahamas,22.1818008423,-75.7294998169
1955,RCY,Rum Cay Airport,MYRP,Port Nelson,Bahamas,23.6844005585,-74.8361968994
1956,ZSA,San Salvador Airport,MYSM,Cockburn Town,Bahamas,24.0632991791,-74.5240020752
1957,BZE,Philip S. W. Goldson International Airport,MZBZ,Belize City,Belize,17.539100647,-88.3081970215
1958,AIT,Aitutaki Airport,NCAI,Aitutaki,Cook Islands,-18.8309001923,-159.7640075684
1959,RAR,Rarotonga International Airport,NCRG,Avarua,Cook Islands,-21.2026996613,-159.805999756
1960,NAN,Nadi International Airport,NFFN,Nandi,Fiji,-17.755399704,177.4429931641
1961,SUV,Nausori International Airport,NFNA,Nausori,Fiji,-18.0433006287,178.5590057373
1963,TBU,Fua'amotu International Airport,NFTF,Tongatapu,Tonga,-21.2411994934,-175.1499938965
1964,VAV,Vava'u International Airport,NFTV,Vava'u,Tonga,-18.5853004456,-173.9620056152
1965,TRW,Bonriki International Airport,NGTA,Tarawa,Kiribati,1.3816399574,173.1470031738
1966,TBF,Tabiteuea North Airport,NGTE,Tabiteuea North,Kiribati,-1.2244700193,174.7760009766
1968,WLS,Hihifo Airport,NLWW,Wallis,Wallis and Futuna,-13.2383003235,-176.199005127
1969,APW,Faleolo International Airport,NSFA,Faleolo,Samoa,-13.8299999237,-172.0079956055
1970,PPG,Pago Pago International Airport,NSTU,Pago Pago,American Samoa,-14.3310003281,-170.710006714
1971,RUR,Rurutu Airport,NTAR,Rurutu,French Polynesia,-22.4340991974,-151.3609924316
1972,TUB,Tubuai Airport,NTAT,Tubuai,French Polynesia,-23.3654003143,-149.5240020752
1973,AAA,Anaa Airport,NTGA,Anaa,French Polynesia,-17.3526000977,-145.5099945068
1974,FGU,Fangatau Airport,NTGB,Fangatau,French Polynesia,-15.819899559,-140.8869934082
1975,TIH,Tikehau Airport,NTGC,Tikehau,French Polynesia,-15.119600296,-148.2310028076
1976,REA,Reao Airport,NTGE,Reao,French Polynesia,-18.4659004211,-136.4400024414
1977,FAV,Fakarava Airport,NTGF,Fakarava,French Polynesia,-16.0541000366,-145.6569976807
1978,XMH,Manihi Airport,NTGI,Manihi,French Polynesia,-14.4368000031,-146.0700073242
1979,GMR,Totegegie Airport,NTGJ,Totegegie,French Polynesia,-23.0799007416,-134.8899993896
1980,KKR,Kaukura Airport,NTGK,Kaukura Atoll,French Polynesia,-15.6632995605,-146.8849945068
1981,MKP,Makemo Airport,NTGM,Makemo,French Polynesia,-16.5839004517,-143.6580047607
1982,PKP,Puka Puka Airport,NTGP,Puka Puka,French Polynesia,-14.8094997406,-138.81300354
1983,TKP,Takapoto Airport,NTGT,Takapoto,French Polynesia,-14.7095003128,-145.2460021973
1984,AXR,Arutua Airport,NTGU,Arutua,French Polynesia,-15.2482995987,-146.6170043945
1985,MVT,Mataiva Airport,NTGV,Mataiva,French Polynesia,-14.8681001663,-148.7169952393
1986,TKX,Takaroa Airport,NTKR,Takaroa,French Polynesia,-14.4558000565,-145.0249938965
1987,NHV,Nuku Hiva Airport,NTMD,Nuku Hiva,French Polynesia,-8.7955999374,-140.2290039063
1989,BOB,Bora Bora Airport,NTTB,Bora Bora,French Polynesia,-16.4444007874,-151.7510070801
1990,RGI,Rangiroa Airport,NTTG,Rangiroa,French Polynesia,-14.9542999268,-147.6609954834
1991,HUH,Huahine-Fare Airport,NTTH,Huahine Island,French Polynesia,-16.6872005463,-151.0220031738
1992,MOZ,Moorea Airport,NTTM,Moorea,French Polynesia,-17.49,-149.761993
1993,HOI,Hao Airport,NTTO,Hao Island,French Polynesia,-18.0748004913,-140.9459991455
1994,MAU,Maupiti Airport,NTTP,Maupiti,French Polynesia,-16.4265003204,-152.2440032959
1995,RFP,Raiatea Airport,NTTR,Raiatea Island,French Polynesia,-16.7229,-151.466003
1997,VLI,Bauerfield International Airport,NVVV,Port-vila,Vanuatu,-17.699300766,168.3200073242
1998,KNQ,Koné Airport,NWWD,Kone,New Caledonia,-21.0543003082,164.8370056152
1999,KOC,Koumac Airport,NWWK,Koumac,New Caledonia,-20.5463008881,164.2559967041
2000,LIF,Lifou Airport,NWWL,Lifou,New Caledonia,-20.7747993469,167.2400054932
2001,GEA,Nouméa Magenta Airport,NWWM,Noumea,New Caledonia,-22.2583007813,166.4730072021
2002,MEE,Maré Airport,NWWR,Mare,New Caledonia,-21.4817008972,168.0379943848
2003,TOU,Touho Airport,NWWU,Touho,New Caledonia,-20.7900009155,165.2590026855
2004,UVE,Ouvéa Airport,NWWV,Ouvea,New Caledonia,-20.6406002045,166.5729980469
2005,NOU,La Tontouta International Airport,NWWW,Noumea,New Caledonia,-22.0146007538,166.2129974365
2006,AKL,Auckland International Airport,NZAA,Auckland,New Zealand,-37.0080986023,174.792007446
2007,TUO,Taupo Airport,NZAP,Taupo,New Zealand,-38.7397003174,176.0839996338
2008,AMZ,Ardmore Airport,NZAR,Ardmore,New Zealand,-37.0297012329,174.9730072021
2009,CHC,Christchurch International Airport,NZCH,Christchurch,New Zealand,-43.4893989563,172.5319976807
2010,CHT,Chatham Islands-Tuuta Airport,NZCI,Chatham Island,New Zealand,-43.8100013733,-176.4570007324
2011,DUD,Dunedin Airport,NZDN,Dunedin,New Zealand,-45.9281005859,170.1979980469
2012,GIS,Gisborne Airport,NZGS,Gisborne,New Zealand,-38.6632995605,177.9779968262
2013,GTN,Glentanner Airport,NZGT,Glentanner,New Zealand,-43.9067001343,170.1280059814
2014,HKK,Hokitika Airfield,NZHK,Hokitika,New Zealand,-42.7136001587,170.9850006104
2015,HLZ,Hamilton International Airport,NZHN,Hamilton,New Zealand,-37.8666992188,175.332000732
2016,,Hastings Aerodrome,NZHS,Hastings,New Zealand,-39.646702,176.766998
2017,KKE,Kerikeri Airport,NZKK,Kerikeri,New Zealand,-35.2627983093,173.9120025635
2018,KAT,Kaitaia Airport,NZKT,Kaitaia,New Zealand,-35.0699996948,173.2850036621
2019,ALR,Alexandra Airport,NZLX,Alexandra,New Zealand,-45.2117004395,169.3730010986
2020,MON,Mount Cook Airport,NZMC,Mount Cook,New Zealand,-43.7649993896,170.1329956055
2021,TEU,Manapouri Airport,NZMO,Manapouri,New Zealand,-45.5331001282,167.6499938965
2022,MRO,Hood Airport,NZMS,Masterton,New Zealand,-40.9733009338,175.6340026855
2023,NPL,New Plymouth Airport,NZNP,New Plymouth,New Zealand,-39.0085983276,174.1790008545
2024,NSN,Nelson Airport,NZNS,Nelson,New Zealand,-41.2983016968,173.220993042
2025,IVC,Invercargill Airport,NZNV,Invercargill,New Zealand,-46.412399292,168.31300354
2026,OHA,RNZAF Base Ohakea,NZOH,Ohakea,New Zealand,-40.2060012817,175.3880004883
2027,OAM,Oamaru Airport,NZOU,Oamaru,New Zealand,-44.9700012207,171.0820007324
2028,PMR,Palmerston North Airport,NZPM,Palmerston North,New Zealand,-40.3205986023,175.6170043945
2029,PPQ,Paraparaumu Airport,NZPP,Paraparaumu,New Zealand,-40.9047012329,174.9889984131
2030,ZQN,Queenstown International Airport,NZQN,Queenstown International,New Zealand,-45.0210990906,168.738998413
2031,ROT,Rotorua Regional Airport,NZRO,Rotorua,New Zealand,-38.1091995239,176.3170013428
2032,,Waiouru Airport,NZRU,Waiouru,New Zealand,-39.4463996887,175.6580047607
2033,,South Pole Station Airport,NZSP,Stephen's Island,Antarctica,-90.0,0.0
2034,TRG,Tauranga Airport,NZTG,Tauranga,New Zealand,-37.6719017029,176.1959991455
2035,TIU,Timaru Airport,NZTU,Timaru,New Zealand,-44.3027992249,171.2250061035
2036,TWZ,Pukaki Airport,NZUK,Pukaki,New Zealand,-44.2350006104,170.117996216
2037,BHE,Woodbourne Airport,NZWB,Woodbourne,New Zealand,-41.5182991028,173.8699951172
2038,,Williams Field,NZWD,Weydon,Antarctica,-77.867401123,167.0570068359
2039,WKA,Wanaka Airport,NZWF,Wanaka,New Zealand,-44.7221984863,169.2460021973
2040,,Wigram Airport,NZWG,Wigram,New Zealand,-43.5511016846,172.552993774
2041,WHK,Whakatane Airport,NZWK,Whakatane,New Zealand,-37.9206008911,176.9140014648
2042,WLG,Wellington International Airport,NZWN,Wellington,New Zealand,-41.3272018433,174.804992676
2043,WIR,Wairoa Airport,NZWO,Wairoa,New Zealand,-39.0069007874,177.4069976807
2044,,RNZAF Base Auckland-Whenuapai,NZWP,Whenuapai,New Zealand,-36.7877998352,174.6300048828
2045,WRE,Whangarei Airport,NZWR,Whangarei,New Zealand,-35.7682991028,174.3650054932
2046,WSZ,Westport Airport,NZWS,Westport,New Zealand,-41.7380981445,171.5809936523
2047,WAG,Wanganui Airport,NZWU,Wanganui,New Zealand,-39.9622001648,175.0249938965
2048,HEA,Herat Airport,OAHR,Herat,Afghanistan,34.2099990845,62.2282981873
2049,JAA,Jalalabad Airport,OAJL,Jalalabad,Afghanistan,34.3997993469,70.4985961914
2050,KBL,Hamid Karzai International Airport,OAKB,Kabul,Afghanistan,34.565899,69.212303
2051,KDH,Kandahar Airport,OAKN,Kandahar,Afghanistan,31.5058002472,65.8478012085
2052,MMZ,Maimana Airport,OAMN,Maimama,Afghanistan,35.9308013916,64.7609024048
2053,MZR,Mazar I Sharif Airport,OAMS,Mazar-i-sharif,Afghanistan,36.7069015503,67.2097015381
2054,OAH,Shindand Airport,OASD,Shindand,Afghanistan,33.3913002014,62.2610015869
2055,,Sheberghan Airport,OASG,Sheberghan,Afghanistan,36.7508010864,65.9132003784
2056,UND,Konduz Airport,OAUZ,Kunduz,Afghanistan,36.6651000977,68.9107971191
2057,BAH,Bahrain International Airport,OBBI,Bahrain,Bahrain,26.2707996368,50.6335983276
2058,,Sheik Isa Air Base,OBBS,Bahrain,Bahrain,25.9183998108,50.5905990601
2059,AHB,Abha Regional Airport,OEAB,Abha,Saudi Arabia,18.2404003143,42.6566009521
2060,HOF,Al Ahsa Airport,OEAH,Al-ahsa,Saudi Arabia,25.2852993011,49.4851989746
2061,ABT,Al Baha Airport,OEBA,El-baha,Saudi Arabia,20.2961006165,41.6343002319
2062,BHH,Bisha Airport,OEBH,Bisha,Saudi Arabia,19.9843997955,42.6208992004
2063,,Abqaiq Airport,OEBQ,Abqaiq,Saudi Arabia,25.9113006592,49.5912017822
2064,DMM,King Fahd International Airport,OEDF,Dammam,Saudi Arabia,26.471200943,49.7979011536
2065,DHA,King Abdulaziz Air Base,OEDR,Dhahran,Saudi Arabia,26.2653999329,50.1520004272
2066,GIZ,Jizan Regional Airport,OEGN,Gizan,Saudi Arabia,16.9011001587,42.5858001709
2067,ELQ,Gassim Airport,OEGS,Gassim,Saudi Arabia,26.3027992249,43.7743988037
2068,URY,Gurayat Domestic Airport,OEGT,Guriat,Saudi Arabia,31.412413,37.278898
2069,HAS,Ha'il Airport,OEHL,Hail,Saudi Arabia,27.437901,41.686298
2070,QJB,Jubail Airport,OEJB,Jubail,Saudi Arabia,27.0389995575,49.4051017761
2071,,King Faisal Naval Base,OEJF,Jeddah,Saudi Arabia,21.3481006622,39.1730003357
2072,JED,King Abdulaziz International Airport,OEJN,Jeddah,Saudi Arabia,21.6796,39.156502
2073,KMC,King Khaled Military City Airport,OEKK,King Khalid Mil.city,Saudi Arabia,27.9009,45.528198
2074,MED,Prince Mohammad Bin Abdulaziz Airport,OEMA,Madinah,Saudi Arabia,24.5534,39.705101
2075,EAM,Nejran Airport,OENG,Nejran,Saudi Arabia,17.6114006042,44.4192008972
2076,AQI,Al Qaisumah/Hafr Al Batin Airport,OEPA,Hafr Al-batin,Saudi Arabia,28.335199,46.125099
2077,,Pump Station 3 Airport,OEPC,Petroline 3,Saudi Arabia,25.1744995117,47.4883995056
2078,,Pump Station 6 Airport,OEPF,Petroline 6,Saudi Arabia,24.7103004456,44.9645004272
2079,,Pump Station 10 Airport,OEPJ,Petroline 10,Saudi Arabia,24.1072998047,41.0359992981
2080,,Rabigh Airport,OERB,Rabigh,Saudi Arabia,22.7026004791,39.0698013306
2081,RAH,Rafha Domestic Airport,OERF,Rafha,Saudi Arabia,29.6263999939,43.4906005859
2082,RUH,King Khaled International Airport,OERK,Riyadh,Saudi Arabia,24.9575996399,46.6987991333
2083,,Ras Mishab Airport,OERM,Rash Mishab,Saudi Arabia,28.0795993805,48.611000061
2084,RAE,Arar Domestic Airport,OERR,Arar,Saudi Arabia,30.9066009521,41.1381988525
