flight_id,flight_number,flight_duration,departure_time,departure_date,airline_id,airport_src,airport_dst,aircraft_id
1715,LA1045,66 minutes,10:45:00,2016-05-16T00:00:00,3200,2731,2709,14
1716,MT0630,183 minutes,06:30:00,2018-08-19T00:00:00,4897,469,7447,87
1717,US1745,108 minutes,17:45:00,2018-10-26T00:00:00,5265,3697,4014,180
1718,U21830,143 minutes,18:30:00,2016-05-18T00:00:00,2297,1524,3941,12
1719,SX1345,68 minutes,13:45:00,2017-01-10T00:00:00,18543,1558,1676,184
1720,ST1500,160 minutes,15:00:00,2017-02-28T00:00:00,2547,772,3998,73
1721,3M1230,74 minutes,12:30:00,2018-07-25T00:00:00,20710,3682,6958,230
1722,OS1215,88 minutes,12:15:00,2018-10-03T00:00:00,491,1613,345,14
1723,V71630,122 minutes,16:30:00,2018-10-14T00:00:00,20577,1216,1551,58
1724,TK1745,191 minutes,17:45:00,2019-01-24T00:00:00,4951,2176,1701,16
1725,WF0600,50 minutes,06:00:00,2017-01-02T00:00:00,5439,636,659,148
1726,AC1600,140 minutes,16:00:00,2017-12-23T00:00:00,330,156,176,169
1727,IR1730,81 minutes,17:30:00,2018-09-06T00:00:00,2922,2164,4331,213
1728,S71300,186 minutes,13:00:00,2018-08-18T00:00:00,4329,2975,421,12
1729,AT1000,333 minutes,10:00:00,2018-05-18T00:00:00,4248,1074,970,74
1730,UA1415,127 minutes,14:15:00,2019-01-02T00:00:00,5209,3550,1852,75
1731,LX1845,150 minutes,18:45:00,2013-09-12T00:00:00,4559,1230,1678,16
1732,VW2130,54 minutes,21:30:00,2013-10-15T00:00:00,1290,1856,1824,5
1733,4O0600,67 minutes,06:00:00,2016-05-17T00:00:00,17885,1824,1786,14
1734,W20800,44 minutes,08:00:00,2013-12-21T00:00:00,18553,6737,734,113
1735,S21315,48 minutes,13:15:00,2011-05-01T00:00:00,241,3131,3135,6
1736,ME2015,241 minutes,20:15:00,2017-05-27T00:00:00,3490,2177,1665,14
1737,LA1545,112 minutes,15:45:00,2013-07-25T00:00:00,3200,2651,2650,14
1738,W60915,84 minutes,09:15:00,2018-10-30T00:00:00,5461,1501,1489,14
1739,AZ1445,44 minutes,14:45:00,2014-06-02T00:00:00,596,1555,1561,12
1740,SU1800,172 minutes,18:00:00,2018-04-13T00:00:00,130,2948,2968,12
1741,O61015,95 minutes,10:15:00,2019-01-06T00:00:00,3764,2531,2538,11
1742,FR2215,171 minutes,22:15:00,2018-11-09T00:00:00,4296,582,1626,74
1743,AT1800,38 minutes,18:00:00,2015-04-17T00:00:00,4248,1074,1072,6
1744,U21330,66 minutes,13:30:00,2013-06-07T00:00:00,2297,1665,1551,12
1745,S71645,327 minutes,16:45:00,2017-07-25T00:00:00,4329,4078,2188,14
1746,OV1930,91 minutes,19:30:00,2017-05-07T00:00:00,2218,711,580,165
1747,FR0800,109 minutes,08:00:00,2018-09-11T00:00:00,4296,304,1236,74
1748,CI1630,699 minutes,16:30:00,2019-01-03T00:00:00,1756,2276,1613,26
1749,BE0730,77 minutes,07:30:00,2012-12-07T00:00:00,2421,469,344,151
1750,XQ1545,98 minutes,15:45:00,2018-12-25T00:00:00,4573,1706,1689,74
1751,UO1930,182 minutes,19:30:00,2016-10-03T00:00:00,2774,2305,3077,14
1752,FR1430,203 minutes,14:30:00,2018-12-13T00:00:00,4296,657,1229,74
1753,LX0845,81 minutes,08:45:00,2018-12-17T00:00:00,4559,503,1423,46
1754,EK1615,274 minutes,16:15:00,2019-01-15T00:00:00,2183,2188,3941,97
1755,TU1845,143 minutes,18:45:00,2017-03-23T00:00:00,4870,293,1678,72
1756,FR0800,178 minutes,08:00:00,2016-06-20T00:00:00,4296,304,1066,74
1757,AF1630,103 minutes,16:30:00,2012-02-13T00:00:00,137,580,1353,12
1758,SU1545,214 minutes,15:45:00,2012-02-09T00:00:00,130,2985,2177,12
1759,SK1915,91 minutes,19:15:00,2016-06-10T00:00:00,4319,737,342,73
1760,TL1800,78 minutes,18:00:00,2018-09-01T00:00:00,338,3345,4319,165
1761,LH1830,53 minutes,18:30:00,2018-03-18T00:00:00,3320,346,1569,120
1762,FR0700,264 minutes,07:00:00,2018-11-08T00:00:00,4296,1054,585,74
1763,SV1645,161 minutes,16:45:00,2017-11-18T00:00:00,4533,2121,2072,8
1764,A51215,107 minutes,12:15:00,2011-07-23T00:00:00,1203,1403,1354,121
1765,MO0730,51 minutes,07:30:00,2012-02-27T00:00:00,502,5524,141,182
1766,AT1245,164 minutes,12:45:00,2015-04-27T00:00:00,4248,1080,507,73
1767,TK1045,191 minutes,10:45:00,2018-11-25T00:00:00,4951,1701,302,18
1768,GK2100,104 minutes,21:00:00,2018-10-25T00:00:00,14118,2279,2307,14
1769,LX1030,42 minutes,10:30:00,2013-02-24T00:00:00,4559,1678,1675,229
1770,SK1930,190 minutes,19:30:00,2018-11-06T00:00:00,4319,737,1486,72
1771,TU2015,120 minutes,20:15:00,2016-01-13T00:00:00,4870,286,1335,72
1772,AT1245,209 minutes,12:45:00,2015-07-13T00:00:00,4248,1050,1074,74
1773,OS1715,299 minutes,17:15:00,2018-12-20T00:00:00,491,1056,1613,14
1774,OS1930,112 minutes,19:30:00,2019-01-05T00:00:00,491,3953,1613,151
1775,LX1915,101 minutes,19:15:00,2018-10-06T00:00:00,4559,1678,1739,185
1776,SU1545,281 minutes,15:45:00,2015-08-01T00:00:00,130,2955,2985,14
1777,AB1600,154 minutes,16:00:00,2017-12-01T00:00:00,214,344,7447,74
1778,UA1400,140 minutes,14:00:00,2018-09-16T00:00:00,5209,1852,3673,75
1779,SU1415,281 minutes,14:15:00,2015-08-21T00:00:00,130,2985,2955,14
1780,AY2200,152 minutes,22:00:00,2013-03-16T00:00:00,2350,302,421,12
1781,FR2215,133 minutes,22:15:00,2018-12-28T00:00:00,4296,3998,373,74
1782,AI0945,72 minutes,09:45:00,2016-04-16T00:00:00,218,3080,3093,5
1783,SK0930,71 minutes,09:30:00,2018-12-22T00:00:00,4319,737,729,230
1784,AY1830,531 minutes,18:30:00,2019-01-12T00:00:00,2350,3393,421,20
1785,UG1400,43 minutes,14:00:00,2018-12-17T00:00:00,5085,296,291,6
1786,EY2100,860 minutes,21:00:00,2012-10-12T00:00:00,2222,193,2179,97
1787,VA1015,73 minutes,10:15:00,2012-12-30T00:00:00,5360,6266,3351,186
1788,LA0945,134 minutes,09:45:00,2016-04-27T00:00:00,3200,2642,2650,14
1789,LH0845,142 minutes,08:45:00,2017-07-31T00:00:00,3320,346,1456,12
1790,AD0745,65 minutes,07:45:00,2018-08-31T00:00:00,13983,2564,2525,6
1791,OY0600,125 minutes,06:00:00,2012-02-07T00:00:00,3781,2442,2476,213
1792,3L0930,70 minutes,09:30:00,2017-09-04T00:00:00,2916,1678,1558,150
1793,VY1045,82 minutes,10:45:00,2018-06-18T00:00:00,2439,3998,1230,14
1794,HG1045,144 minutes,10:45:00,2018-02-03T00:00:00,3661,1452,1609,14
1795,Y41900,83 minutes,19:00:00,2010-07-16T00:00:00,5325,1846,1824,12
1796,W21245,229 minutes,12:45:00,2014-10-17T00:00:00,18553,1452,415,14
1797,LA1015,52 minutes,10:15:00,2019-01-06T00:00:00,3200,2753,2709,149
1798,LA1945,310 minutes,19:45:00,2019-01-17T00:00:00,3200,2650,2657,91
1799,S21415,65 minutes,14:15:00,2014-03-14T00:00:00,241,3097,3093,6
1800,ME1930,119 minutes,19:30:00,2011-11-16T00:00:00,3490,2177,2234,14
1801,FR0700,184 minutes,07:00:00,2011-03-03T00:00:00,4296,1075,1309,74
1802,IX1945,249 minutes,19:45:00,2018-11-02T00:00:00,569,2191,3153,74
1803,AY1100,68 minutes,11:00:00,2018-11-13T00:00:00,2350,446,421,12
1804,BT2100,58 minutes,21:00:00,2019-01-01T00:00:00,333,3953,421,71
1805,ZH1315,62 minutes,13:15:00,2018-12-28T00:00:00,4611,6350,3364,63
1806,OS1645,101 minutes,16:45:00,2012-03-02T00:00:00,491,1613,580,12
1807,BJ0615,176 minutes,06:15:00,2018-04-03T00:00:00,3740,1399,293,16
1808,G31915,87 minutes,19:15:00,2018-10-22T00:00:00,1790,2547,2618,74
1809,BA0800,220 minutes,08:00:00,2018-07-07T00:00:00,1355,507,1468,14
1810,OA1315,59 minutes,13:15:00,2016-05-06T00:00:00,3776,3941,1459,151
1811,LA1545,112 minutes,15:45:00,2018-05-22T00:00:00,3200,2651,2650,12
1812,TU2100,154 minutes,21:00:00,2015-07-31T00:00:00,4870,287,1701,72
1813,IB1645,72 minutes,16:45:00,2018-10-06T00:00:00,2822,1229,1080,119
1814,SU1045,588 minutes,10:45:00,2010-03-13T00:00:00,130,2985,3797,20
1815,VS2245,119 minutes,22:45:00,2013-04-22T00:00:00,5347,3682,3494,12
1816,V31845,125 minutes,18:45:00,2012-10-21T00:00:00,1669,1735,1551,69
1817,VY0645,131 minutes,06:45:00,2018-11-28T00:00:00,2439,302,1225,14
1818,G91600,125 minutes,16:00:00,2018-06-22T00:00:00,329,4331,2191,14
1819,UA1730,392 minutes,17:30:00,2019-01-10T00:00:00,5209,340,273,20
1820,6E1915,83 minutes,19:15:00,2018-11-29T00:00:00,2850,3043,3020,14
1821,SN0730,207 minutes,07:30:00,2016-01-04T00:00:00,1531,302,1075,12
1822,JJ1115,69 minutes,11:15:00,2019-01-16T00:00:00,4867,2618,2537,12
1823,B61045,315 minutes,10:45:00,2017-11-19T00:00:00,3029,3877,3448,14
1824,WX1000,65 minutes,10:00:00,2018-10-15T00:00:00,1792,599,503,48
1825,FR0615,262 minutes,06:15:00,2012-07-17T00:00:00,4296,1055,535,74
1826,SK2145,138 minutes,21:45:00,2018-07-28T00:00:00,4319,469,737,58
1827,AF1530,166 minutes,15:30:00,2019-01-18T00:00:00,137,1072,1382,14
1828,SK2015,65 minutes,20:15:00,2014-02-20T00:00:00,4319,5597,737,58
1829,WS0830,81 minutes,08:30:00,2017-06-21T00:00:00,5416,156,178,72
1830,KL0845,605 minutes,08:45:00,2018-03-29T00:00:00,3090,580,156,18
1831,SK1130,67 minutes,11:30:00,2019-01-06T00:00:00,4319,608,644,6
1832,NK1845,176 minutes,18:45:00,2015-12-29T00:00:00,4687,3533,2899,14
1833,AY1015,54 minutes,10:15:00,2018-12-22T00:00:00,2350,421,439,12
1834,EP1000,59 minutes,10:00:00,2014-12-13T00:00:00,2923,2131,2117,185
1835,IR0900,70 minutes,09:00:00,2019-01-22T00:00:00,2922,2176,2121,185
1836,AT1115,134 minutes,11:15:00,2015-10-29T00:00:00,4248,1074,1264,73
1837,LA1945,93 minutes,19:45:00,2017-10-17T00:00:00,3200,2662,2645,14
1838,FR1500,166 minutes,15:00:00,2018-11-02T00:00:00,4296,1209,645,74
1839,W30630,66 minutes,06:30:00,2011-05-23T00:00:00,20976,260,276,73
1840,O62245,126 minutes,22:45:00,2010-06-02T00:00:00,3764,2531,2522,11
1841,VY0730,96 minutes,07:30:00,2018-08-22T00:00:00,2439,1220,1218,14
1842,DY1000,691 minutes,10:00:00,2017-07-19T00:00:00,3737,3484,737,102
1843,AT1515,181 minutes,15:15:00,2016-09-07T00:00:00,4248,1080,580,73
1844,W30945,48 minutes,09:45:00,2018-07-10T00:00:00,20976,273,262,73
1845,CX1315,796 minutes,13:15:00,2013-06-30T00:00:00,1680,156,3077,97
1846,MH0600,167 minutes,06:00:00,2013-11-26T00:00:00,3378,507,421,14
1847,QR1645,250 minutes,16:45:00,2018-11-25T00:00:00,4091,11051,3941,19
1848,TT2015,129 minutes,20:15:00,2018-11-22T00:00:00,4937,3339,3321,14
1849,UA1700,67 minutes,17:00:00,2017-07-01T00:00:00,5209,3448,100,148
1850,AD1415,43 minutes,14:15:00,2013-02-20T00:00:00,13983,2629,2584,6
1851,LA1015,139 minutes,10:15:00,2018-08-03T00:00:00,3200,2487,2442,14
1852,ZH1145,57 minutes,11:45:00,2017-12-10T00:00:00,4611,6392,3406,12
1853,FR0915,169 minutes,09:15:00,2016-05-20T00:00:00,4296,5671,1353,74
1854,Y40845,129 minutes,08:45:00,2011-01-12T00:00:00,5325,1852,1850,14
1855,FR1515,172 minutes,15:15:00,2019-01-26T00:00:00,4296,1376,1075,74
1856,TU0915,125 minutes,09:15:00,2018-03-31T00:00:00,4870,287,346,72
1857,ME1800,264 minutes,18:00:00,2018-10-09T00:00:00,3490,302,2177,14
1858,AI1545,50 minutes,15:45:00,2018-03-11T00:00:00,218,3103,3093,5
1859,LH2245,126 minutes,22:45:00,2018-11-05T00:00:00,3320,345,1561,12
1860,OA2145,69 minutes,21:45:00,2018-04-19T00:00:00,3776,1190,3941,151
1861,AT1630,59 minutes,16:30:00,2018-11-27T00:00:00,4248,1078,1074,6
1862,SG1515,57 minutes,15:15:00,2019-01-04T00:00:00,4375,3136,3131,63
1863,SK1345,59 minutes,13:45:00,2017-10-22T00:00:00,4319,421,737,58
1864,AI2230,131 minutes,22:30:00,2018-12-18T00:00:00,218,3093,3066,16
1865,LA1330,111 minutes,13:30:00,2018-06-28T00:00:00,3200,2728,2709,14
1866,RO0800,91 minutes,08:00:00,2018-10-28T00:00:00,5179,1613,1657,11
1867,SU1915,114 minutes,19:15:00,2018-03-18T00:00:00,130,2948,2989,37
1868,U21930,127 minutes,19:30:00,2017-12-14T00:00:00,2297,337,1520,14
1869,US1330,416 minutes,13:30:00,2018-06-14T00:00:00,5265,3576,2771,86
1870,AY1945,69 minutes,19:45:00,2018-11-30T00:00:00,2350,1612,351,12
1871,SK0730,188 minutes,07:30:00,2018-04-18T00:00:00,4319,687,3998,14
1872,US1745,52 minutes,17:45:00,2018-12-15T00:00:00,5265,3876,4386,121
1873,XQ2015,178 minutes,20:15:00,2016-11-15T00:00:00,4573,1706,1335,74
1874,AV0600,186 minutes,06:00:00,2015-04-20T00:00:00,515,2709,1767,11
1875,UR2215,96 minutes,22:15:00,2017-10-24T00:00:00,15814,2974,4078,6
1876,U61345,163 minutes,13:45:00,2016-03-25T00:00:00,5234,6147,2968,14
1877,TG0900,57 minutes,09:00:00,2017-11-13T00:00:00,4940,458,737,229
1878,SU1330,159 minutes,13:30:00,2018-10-30T00:00:00,130,2948,346,12
1879,PC1930,49 minutes,19:30:00,2015-01-30T00:00:00,3926,1685,5780,74
1880,JJ1745,42 minutes,17:45:00,2018-11-13T00:00:00,4867,2531,2562,14
1881,WF1000,49 minutes,10:00:00,2018-07-14T00:00:00,5439,636,630,151
1882,BC2000,116 minutes,20:00:00,2018-10-14T00:00:00,4740,2330,2384,63
1883,BV2115,684 minutes,21:15:00,2018-04-16T00:00:00,1463,1852,1524,89
1884,AV0815,50 minutes,08:15:00,2018-01-17T00:00:00,515,2708,2745,14
1885,YC1600,156 minutes,16:00:00,2018-02-18T00:00:00,9828,4111,4029,120
1886,AR1015,137 minutes,10:15:00,2018-12-28T00:00:00,412,2488,2442,169
1887,AB1915,169 minutes,19:15:00,2018-12-04T00:00:00,214,345,1488,74
1888,OA1415,50 minutes,14:15:00,2018-05-11T00:00:00,3776,3941,1488,151
1889,W32215,60 minutes,22:15:00,2018-03-01T00:00:00,20976,6972,260,151
1890,LX1930,239 minutes,19:30:00,2019-01-17T00:00:00,4559,1055,1678,14
1891,TK1645,62 minutes,16:45:00,2013-01-19T00:00:00,4951,1682,8266,73
1892,XQ2200,213 minutes,22:00:00,2018-12-24T00:00:00,4573,737,1706,74
1893,NH1315,285 minutes,13:15:00,2012-07-03T00:00:00,324,3395,2279,91
1894,Y41215,124 minutes,12:15:00,2015-03-04T00:00:00,5325,1847,1840,14
1895,AT1545,232 minutes,15:45:00,2018-12-05T00:00:00,4248,1074,4162,73
1896,FR1945,215 minutes,19:45:00,2018-04-03T00:00:00,4296,1212,657,74
1897,ST2200,171 minutes,22:00:00,2018-04-17T00:00:00,2547,353,7447,12
1898,VY1145,182 minutes,11:45:00,2018-12-25T00:00:00,2439,1054,1216,14
1899,FR1730,270 minutes,17:30:00,2019-01-12T00:00:00,4296,1056,344,74
1900,AR1115,127 minutes,11:15:00,2011-02-23T00:00:00,412,2477,2442,63
1901,AY1815,271 minutes,18:15:00,2018-07-17T00:00:00,2350,1590,421,14
1902,MM1645,68 minutes,16:45:00,2015-02-28T00:00:00,17675,2307,3992,14
1903,W61100,136 minutes,11:00:00,2018-09-05T00:00:00,5461,1652,585,14
1904,KQ1315,316 minutes,13:15:00,2014-12-17T00:00:00,3126,4059,273,74
1905,AY1715,233 minutes,17:15:00,2015-08-22T00:00:00,2350,421,8266,12
1906,AZ2000,99 minutes,20:00:00,2014-10-01T00:00:00,596,1508,1529,12
1907,6E0645,161 minutes,06:45:00,2018-08-10T00:00:00,2850,3093,3057,14
1908,US0815,217 minutes,08:15:00,2015-04-11T00:00:00,5265,3797,1852,74
1909,KL2000,381 minutes,20:00:00,2011-09-29T00:00:00,3090,2064,580,18
1910,TK0745,191 minutes,07:45:00,2018-10-06T00:00:00,4951,421,1701,16
1911,LY2200,250 minutes,22:00:00,2018-09-06T00:00:00,2150,340,1590,74
1912,LX0915,152 minutes,09:15:00,2017-08-08T00:00:00,4559,3941,1678,16
1913,9R0945,44 minutes,09:45:00,2017-08-25T00:00:00,4691,2729,2711,4
1914,U21600,114 minutes,16:00:00,2017-05-27T00:00:00,2297,1538,502,14
1915,IR2230,83 minutes,22:30:00,2016-05-19T00:00:00,2922,2121,2109,185
1916,SK1400,150 minutes,14:00:00,2018-10-28T00:00:00,4319,1524,644,74
1917,FR2230,168 minutes,22:30:00,2011-05-24T00:00:00,4296,355,5673,74
1918,TS0715,636 minutes,07:15:00,2018-12-31T00:00:00,1317,3941,193,18
1919,SC0900,89 minutes,09:00:00,2018-01-11T00:00:00,4599,3386,4108,74
1920,ET2015,237 minutes,20:15:00,2017-10-17T00:00:00,2220,1107,2177,74
1921,EP1300,99 minutes,13:00:00,2013-01-31T00:00:00,2923,7546,2131,185
1922,AB1015,200 minutes,10:15:00,2018-11-01T00:00:00,214,1458,342,74
1923,UA0615,121 minutes,06:15:00,2019-01-14T00:00:00,5209,3830,3806,121
1924,EK2030,274 minutes,20:30:00,2018-12-30T00:00:00,2183,3941,2188,97
1925,AB0930,505 minutes,09:30:00,2017-11-26T00:00:00,214,351,3797,19
1926,KE1345,84 minutes,13:45:00,2017-02-11T00:00:00,3163,3930,2327,75
1927,U21230,102 minutes,12:30:00,2017-09-01T00:00:00,2297,1508,1524,14
1928,AF1245,166 minutes,12:45:00,2018-12-29T00:00:00,137,1382,1072,14
1929,UX1745,115 minutes,17:45:00,2016-01-12T00:00:00,90,1524,1229,74
1930,LH0815,685 minutes,08:15:00,2019-01-13T00:00:00,3320,3406,346,28
1931,BM2130,119 minutes,21:30:00,2018-11-24T00:00:00,312,666,641,181
1932,U20900,69 minutes,09:00:00,2018-09-13T00:00:00,2297,491,580,14
1933,LS0915,153 minutes,09:15:00,2016-03-12T00:00:00,3026,1489,478,69
1934,FR2245,120 minutes,22:45:00,2018-12-22T00:00:00,4296,1359,517,74
1935,PZ2230,147 minutes,22:30:00,2018-11-12T00:00:00,5156,2650,2699,14
1936,W61115,90 minutes,11:15:00,2018-12-25T00:00:00,5461,373,671,14
1937,AD0715,36 minutes,07:15:00,2016-01-18T00:00:00,13983,2581,2586,6
1938,AZ0830,46 minutes,08:30:00,2015-03-28T00:00:00,596,1555,4309,166
1939,IB1115,70 minutes,11:15:00,2018-11-06T00:00:00,2822,1264,1229,119
1940,CM1315,388 minutes,13:15:00,2018-10-06T00:00:00,1889,2650,1871,74
1941,EK1615,274 minutes,16:15:00,2014-07-14T00:00:00,2183,2188,3941,97
1942,W61645,131 minutes,16:45:00,2018-12-29T00:00:00,5461,1524,1657,14
1943,TK1715,197 minutes,17:15:00,2018-01-21T00:00:00,4951,580,4317,74
1944,ME1000,267 minutes,10:00:00,2017-12-05T00:00:00,3490,2177,1382,19
1945,US0700,46 minutes,07:00:00,2011-04-17T00:00:00,5265,1479,3941,16
1946,UG1530,54 minutes,15:30:00,2011-04-26T00:00:00,5085,287,293,6
1947,AC2115,226 minutes,21:15:00,2010-11-03T00:00:00,330,146,1754,12
1948,W62245,99 minutes,22:45:00,2017-02-01T00:00:00,5461,668,666,14
1949,NH0800,50 minutes,08:00:00,2016-10-07T00:00:00,324,2279,2347,71
1950,Q61715,39 minutes,17:15:00,2011-09-10T00:00:00,753,6304,6245,148
1951,SN0930,99 minutes,09:30:00,2018-10-03T00:00:00,1531,302,1613,12
1952,ZI2030,163 minutes,20:30:00,2014-05-09T00:00:00,21,293,1386,14
1953,VX0845,284 minutes,08:45:00,2017-12-24T00:00:00,5331,1852,3484,14
1954,OA0700,56 minutes,07:00:00,2018-08-31T00:00:00,3776,1469,1486,14
1955,EI2100,97 minutes,21:00:00,2012-08-14T00:00:00,837,302,596,14
1956,U60600,185 minutes,06:00:00,2016-05-11T00:00:00,5234,2993,6147,14
1957,SK1845,126 minutes,18:45:00,2016-11-24T00:00:00,4319,302,737,72
1958,W20700,45 minutes,07:00:00,2015-10-20T00:00:00,18553,421,448,230
1959,XQ0745,165 minutes,07:45:00,2017-04-05T00:00:00,4573,1706,1678,74
1960,ME0745,195 minutes,07:45:00,2018-12-10T00:00:00,3490,2177,1555,12
1961,TK1145,247 minutes,11:45:00,2018-01-12T00:00:00,4951,1701,1230,74
1962,SG0915,54 minutes,09:15:00,2018-06-16T00:00:00,4375,3040,6173,63
1963,TK1145,79 minutes,11:45:00,2018-10-15T00:00:00,4951,1735,1701,12
1964,AT1630,59 minutes,16:30:00,2018-12-27T00:00:00,4248,1074,1078,6
1965,RJ2200,95 minutes,22:00:00,2010-10-30T00:00:00,4259,1613,609,169
1966,AR1145,85 minutes,11:45:00,2018-12-31T00:00:00,412,2442,2467,169
1967,SN0930,99 minutes,09:30:00,2012-07-27T00:00:00,1531,302,1613,14
1968,FR1715,159 minutes,17:15:00,2016-01-09T00:00:00,4296,1509,585,74
1969,TU1200,151 minutes,12:00:00,2017-06-09T00:00:00,4870,302,287,14
1970,ST1045,193 minutes,10:45:00,2016-12-31T00:00:00,2547,1688,337,73
1971,FR2230,209 minutes,22:30:00,2019-01-15T00:00:00,4296,355,1075,74
1972,TK1845,250 minutes,18:45:00,2010-11-01T00:00:00,4951,599,1701,74
1973,XQ1345,115 minutes,13:45:00,2018-12-14T00:00:00,4573,1722,1706,74
1974,Y41645,223 minutes,16:45:00,2019-01-12T00:00:00,5325,1852,1807,14
1975,W60800,182 minutes,08:00:00,2017-08-31T00:00:00,5461,1252,1652,14
1976,FR0600,165 minutes,06:00:00,2018-08-19T00:00:00,4296,304,1486,74
1977,SN2100,221 minutes,21:00:00,2012-01-11T00:00:00,1531,1064,302,12
1978,VY1700,136 minutes,17:00:00,2017-09-09T00:00:00,2439,580,3998,14
1979,US2200,631 minutes,22:00:00,2018-12-27T00:00:00,5265,1701,3797,18
1980,GS0715,113 minutes,07:15:00,2013-11-25T00:00:00,690,4120,6399,169
1981,WF1415,42 minutes,14:15:00,2015-10-13T00:00:00,5439,5581,652,148
1982,6E1700,175 minutes,17:00:00,2019-01-06T00:00:00,2850,3093,3135,14
1983,KL1430,505 minutes,14:30:00,2018-07-21T00:00:00,3090,3093,580,18
1984,CX1800,722 minutes,18:00:00,2013-12-16T00:00:00,1680,580,3077,26
1985,U61800,199 minutes,18:00:00,2018-12-16T00:00:00,5234,6150,4374,14
1986,LA1330,68 minutes,13:30:00,2016-01-13T00:00:00,3200,2665,2642,14
1987,6R1800,176 minutes,18:00:00,2018-12-31T00:00:00,1340,2925,4078,74
1988,JQ1600,183 minutes,16:00:00,2018-11-11T00:00:00,3052,3330,3339,16
1989,OS1515,236 minutes,15:15:00,2018-05-28T00:00:00,491,1130,1613,12
1990,LH1230,55 minutes,12:30:00,2017-05-27T00:00:00,3320,342,345,14
1991,EY1445,124 minutes,14:45:00,2018-07-11T00:00:00,2222,4330,2179,14
1992,UA1930,540 minutes,19:30:00,2013-10-12T00:00:00,5209,346,3714,92
1993,TU1230,202 minutes,12:30:00,2017-12-15T00:00:00,4870,2177,287,14
1994,LA1145,48 minutes,11:45:00,2017-12-28T00:00:00,3200,2649,2641,14
1995,US1415,162 minutes,14:15:00,2018-08-23T00:00:00,5265,2714,3576,11
1996,ZH1430,113 minutes,14:30:00,2016-04-30T00:00:00,4611,3366,6345,14
1997,FR1930,236 minutes,19:30:00,2015-03-14T00:00:00,4296,1458,657,74
1998,W31200,68 minutes,12:00:00,2014-07-10T00:00:00,20976,260,273,122
1999,TU2030,118 minutes,20:30:00,2018-12-31T00:00:00,4870,1678,287,14
2000,WF1615,51 minutes,16:15:00,2018-06-01T00:00:00,5439,665,662,148
2001,UG1600,52 minutes,16:00:00,2018-04-08T00:00:00,5085,290,287,6
2002,LA1530,108 minutes,15:30:00,2018-11-28T00:00:00,3200,2442,2471,14
2003,Y41530,216 minutes,15:30:00,2011-10-03T00:00:00,5325,3484,1824,14
2004,OS2130,713 minutes,21:30:00,2017-07-17T00:00:00,491,1613,2279,94
2005,AY0945,113 minutes,09:45:00,2012-04-30T00:00:00,2350,351,421,12
2006,UA1430,85 minutes,14:30:00,2018-03-08T00:00:00,5209,4103,3469,174
2007,PZ2230,147 minutes,22:30:00,2016-12-24T00:00:00,5156,2650,2699,14
2008,WF0800,50 minutes,08:00:00,2017-10-21T00:00:00,5439,665,652,149
2009,MU2115,119 minutes,21:15:00,2019-01-24T00:00:00,1758,6345,3388,14
2010,IB1700,240 minutes,17:00:00,2016-12-16T00:00:00,2822,1056,1386,16
2011,UG0645,54 minutes,06:45:00,2011-11-23T00:00:00,5085,287,291,6
2012,FR1315,144 minutes,13:15:00,2018-03-27T00:00:00,4296,1562,1253,74
2013,JQ1215,640 minutes,12:15:00,2010-01-27T00:00:00,3052,2279,3339,19
2014,US2215,520 minutes,22:15:00,2018-12-29T00:00:00,5265,3576,2564,93
2015,LS2200,177 minutes,22:00:00,2017-11-18T00:00:00,3026,534,1555,74
2016,SU1315,121 minutes,13:15:00,2018-07-06T00:00:00,130,2985,737,14
2017,QB2245,57 minutes,22:45:00,2016-12-19T00:00:00,2541,2157,2109,186
2018,AZ1415,49 minutes,14:15:00,2013-03-03T00:00:00,596,1555,1562,12
2019,IR1045,115 minutes,10:45:00,2013-10-15T00:00:00,2922,2114,4331,213
2020,YC0800,181 minutes,08:00:00,2018-08-25T00:00:00,9828,2948,4111,120
2021,SN0615,56 minutes,06:15:00,2017-05-29T00:00:00,1531,507,302,12
2022,AT1430,210 minutes,14:30:00,2018-09-19T00:00:00,4248,1074,280,74
2023,ME0745,195 minutes,07:45:00,2013-08-10T00:00:00,3490,2177,1555,14
2024,LS1915,254 minutes,19:15:00,2018-12-11T00:00:00,3026,1472,478,87
2025,FR1145,116 minutes,11:45:00,2018-11-27T00:00:00,4296,1360,353,74
2026,OS1845,82 minutes,18:45:00,2018-12-29T00:00:00,491,1742,1613,12
2027,QF1430,153 minutes,14:30:00,2018-12-23T00:00:00,4089,3341,3346,58
2028,Y40630,229 minutes,06:30:00,2018-08-07T00:00:00,5325,1829,1847,12
2029,US1800,260 minutes,18:00:00,2017-02-22T00:00:00,5265,2895,3752,14
2030,W31445,660 minutes,14:45:00,2015-05-12T00:00:00,20976,273,3797,27
2031,U22030,187 minutes,20:30:00,2018-12-26T00:00:00,2297,337,1452,12
2032,OK2230,241 minutes,22:30:00,2018-01-05T00:00:00,1946,1587,2992,14
2033,V71500,102 minutes,15:00:00,2018-10-09T00:00:00,20577,1418,1322,58
2034,CZ1145,180 minutes,11:45:00,2014-07-23T00:00:00,1767,3370,2305,12
2035,KL1615,182 minutes,16:15:00,2018-10-27T00:00:00,3090,3988,4061,63
2036,TP1700,417 minutes,17:00:00,2018-06-04T00:00:00,4869,2179,580,19
