flight_booking_id,flight_id,trip_id,seat,price,travel_class
4731,7431,833,8A,601,economy
5601,3235,834,22B,939,business
7271,2573,834,14D,939,business
4739,5552,835,41H,1001,business
3434,7039,835,20I,1001,business
5128,1417,836,44B,1016,business
7028,5725,836,10H,616,economy
3848,3896,837,35J,1083,business
1773,7227,837,13G,1083,business
4366,239,838,6G,76,economy
4146,487,838,5J,76,economy
124,2445,839,27C,440,business
1642,6929,839,3I,40,economy
1468,457,840,44C,542,business
7372,4847,840,5H,142,economy
7415,13,841,9C,104,economy
2008,6208,841,24G,504,business
7383,4581,842,17J,1347,business
3358,1617,842,32I,1347,business
577,187,843,8D,45,economy
590,225,843,31I,445,business
1678,1949,844,11I,424,business
7013,7169,844,23D,424,business
1255,4842,845,25H,495,business
4412,7316,845,6B,95,economy
8165,5006,846,39E,424,business
5501,6209,846,6H,24,economy
1856,6942,847,37H,692,business
5324,554,847,16E,692,business
8104,3591,848,12F,411,business
3056,6343,848,27I,411,business
8046,1812,849,23F,550,business
3995,3238,849,3A,150,economy
2218,7249,850,25E,411,business
1510,3232,850,8C,11,economy
2325,4644,851,34F,426,business
1817,2001,851,26F,426,business
6909,638,852,9E,82,economy
6390,3607,852,29I,482,business
336,3667,853,10H,56,economy
1577,7150,853,6C,56,economy
6667,5101,854,33A,488,business
6680,3298,854,15H,488,business
4552,3437,855,28H,549,business
3227,2725,855,2I,149,economy
6202,4200,856,13B,459,business
5116,6021,856,2C,59,economy
1028,4066,857,40H,633,business
528,4168,857,13E,633,business
499,6507,858,17I,416,business
285,252,858,8B,16,economy
1426,500,859,42B,1188,business
7615,6299,859,6D,788,economy
3813,3395,860,21B,453,business
5980,3442,860,38C,453,business
1256,4423,861,6H,990,economy
4374,922,861,1B,990,economy
7952,1353,862,7I,101,economy
1281,4073,862,16F,501,business
4330,4984,863,1G,119,economy
3313,6968,863,7F,119,economy
6674,3719,864,9C,197,economy
2917,4508,864,25F,597,business
1889,6423,865,7J,211,economy
3220,7956,865,6H,211,economy
980,448,866,31B,628,business
3810,7054,866,41D,628,business
5950,3573,867,8D,209,economy
4900,560,867,12B,609,business
7922,2363,868,43H,972,business
5223,6496,868,10F,572,economy
1298,4787,869,7B,880,economy
51,3002,869,5E,880,economy
3985,7281,870,7E,96,economy
3197,2871,870,10F,96,economy
5611,5324,871,23B,695,business
1671,1535,871,5F,295,economy
764,5156,872,9B,43,economy
3337,810,872,10J,43,economy
6544,4333,873,9H,303,economy
3627,8162,873,42I,703,business
351,5235,874,9I,49,economy
2364,3436,874,8D,49,economy
4494,6433,875,8F,65,economy
4513,4158,875,8J,65,economy
5996,7655,876,33B,483,business
3,6320,876,26I,483,business
3265,2695,877,10C,33,economy
1459,1596,877,9F,33,economy
3296,6583,878,42E,651,business
7364,6088,878,14B,651,business
6294,881,879,21B,467,business
4698,4126,879,2F,67,economy
421,1363,880,2G,163,economy
4311,1666,880,36J,563,business
7762,1525,881,4H,23,economy
6378,2682,881,3D,23,economy
7830,6527,882,1D,162,economy
4820,1976,882,29G,562,business
7287,3836,883,7D,36,economy
6452,2317,883,39C,436,business
4043,3333,884,6B,194,economy
1460,1770,884,38E,594,business
1496,2045,885,14C,641,business
3832,824,885,41H,641,business
7955,7953,886,22H,537,business
2548,6641,886,40E,537,business
2683,1190,887,28J,834,business
5088,1523,887,36F,834,business
1816,7152,888,1D,54,economy
1827,6981,888,36D,454,business
1578,2380,889,9D,225,economy
1594,941,889,3D,225,economy
7213,7821,890,43F,604,business
1358,6229,890,39A,604,business
5783,4207,891,18H,443,business
4744,5016,891,41H,443,business
4734,536,892,23B,521,business
6879,3241,892,38F,521,business
5253,826,893,4G,90,economy
3113,3676,893,37J,490,business
5000,1670,894,27B,476,business
6374,4774,894,11F,476,business
2726,6113,895,2G,122,economy
705,27,895,9D,122,economy
228,7045,896,3I,69,economy
1979,4520,896,24I,469,business
5731,1934,897,35I,509,business
1264,5951,897,6A,109,economy
1349,6567,898,20D,424,business
6933,1215,898,13E,424,business
3746,4224,899,8A,61,economy
5620,4979,899,6D,61,economy
7678,3604,900,8D,139,economy
2274,8045,900,10C,139,economy
4789,3281,901,2J,138,economy
118,5761,901,5J,138,economy
2648,4141,902,7J,111,economy
636,1328,902,2D,111,economy
730,7478,903,4F,65,economy
2216,2629,903,9A,65,economy
7346,6020,904,7E,280,economy
4091,6401,904,17B,680,business
753,2973,905,2J,11,economy
6311,5545,905,6A,11,economy
7991,3236,906,9A,119,economy
6853,5898,906,29C,519,business
1872,3710,907,28F,573,business
5342,4109,907,13C,573,business
5266,4381,908,5B,83,economy
1572,5750,908,8B,83,economy
109,3549,909,39E,660,business
7544,6544,909,8H,260,economy
7564,4654,910,36A,921,business
5629,6882,910,26D,921,business
4833,5776,911,29F,522,business
681,1313,911,36B,522,business
1756,329,912,3D,30,economy
7132,6696,912,7B,30,economy
6917,1914,913,6F,101,economy
98,2722,913,17A,501,business
4864,4030,914,22B,469,business
701,5019,914,2D,69,economy
4690,3801,915,28A,460,business
6332,7483,915,10D,60,economy
4351,87,916,12G,470,business
6496,4183,916,28J,470,business
3323,949,917,3H,189,economy
6542,7085,917,39C,589,business
8182,5077,918,22D,428,business
3629,7488,918,9E,28,economy
2368,3481,919,6D,151,economy
5026,2837,919,7E,151,economy
2688,7653,920,3G,95,economy
4287,7159,920,6D,95,economy
2675,255,921,5D,37,economy
7283,7604,921,1F,37,economy
3538,499,922,6H,50,economy
1714,2878,922,42A,450,business
6497,1709,923,28A,414,business
4644,3994,923,7D,14,economy
6555,7920,924,32J,434,business
6063,1516,924,2H,34,economy
4678,759,925,28H,528,business
6837,2841,925,44F,528,business
2000,7608,926,31J,434,business
4429,738,926,15J,434,business
1863,8124,927,10H,21,economy
5594,7697,927,15D,421,business
1693,3530,928,2C,17,economy
4875,2852,928,8I,17,economy
3788,5791,929,10B,132,economy
464,1142,929,2I,132,economy
2046,7784,930,42B,485,business
4728,3757,930,41E,485,business
7310,4408,931,6G,144,economy
966,4715,931,8A,144,economy
2584,7079,932,21E,614,business
2075,3597,932,4A,214,economy
7888,4655,933,40D,418,business
6513,6191,933,8I,18,economy
4827,6315,934,44I,430,business
1906,4912,934,16H,430,business
393,6035,935,9E,50,economy
7274,7841,935,42J,450,business
3407,915,936,44A,613,business
2052,4399,936,10I,213,economy
5681,7070,937,3D,104,economy
749,4338,937,23D,504,business
2520,3386,938,32A,604,business
4118,1985,938,9I,204,economy
6048,4058,939,10I,116,economy
7670,6427,939,1F,116,economy
2622,8145,940,18F,489,business
2639,7761,940,16D,489,business
4239,1701,941,1D,74,economy
6949,4844,941,4E,74,economy
6346,8146,942,4E,106,economy
4990,15,942,35I,506,business
7571,5812,943,44I,709,business
3763,714,943,28E,709,business
7173,2897,944,30H,630,business
5801,5942,944,36F,630,business
3977,731,945,4J,148,economy
2665,231,945,19J,548,business
5031,4925,946,21F,1228,business
3169,2258,946,41I,1228,business
6576,6554,947,10C,230,economy
5254,4982,947,31J,630,business
6745,3763,948,27I,564,business
6245,726,948,3F,164,economy
679,8066,949,38I,483,business
2427,976,949,9H,83,economy
5591,6708,950,10F,135,economy
126,2470,950,19C,535,business
1982,7894,951,24H,476,business
3851,3670,951,10A,76,economy
7119,3128,952,10J,83,economy
1267,1342,952,2H,83,economy
3235,1207,953,29F,427,business
4850,6552,953,9C,27,economy
4086,7671,954,38B,744,business
6280,2118,954,31G,744,business
504,1156,955,24D,425,business
3373,7801,955,5J,25,economy
3479,5223,956,35A,536,business
7257,7309,956,19J,536,business
7025,7732,957,20G,450,business
4613,6615,957,5G,50,economy
232,1588,958,6C,25,economy
3027,3568,958,4A,25,economy
7946,7123,959,20I,802,business
6069,3802,959,12C,802,business
2317,5123,960,10G,104,economy
3654,5699,960,29A,504,business
6572,6911,961,6A,404,economy
3642,7561,961,7I,404,economy
5777,7766,962,8D,299,economy
1315,7214,962,7J,299,economy
1672,7834,963,5G,119,economy
5902,4584,963,3F,119,economy
3814,673,964,41G,686,business
1752,3524,964,21E,686,business
5462,3291,965,11C,451,business
6815,620,965,3C,51,economy
8126,5232,966,44F,456,business
1526,5662,966,37I,456,business
242,6495,967,5G,292,economy
280,274,967,8B,292,economy
5526,1162,968,2J,95,economy
6871,3560,968,15J,495,business
5899,3777,969,38B,683,business
416,1683,969,27A,683,business
7000,7548,970,10J,155,economy
3773,6309,970,35H,555,business
8114,4883,971,43F,528,business
5748,7822,971,8E,128,economy
3431,7782,972,28G,436,business
1828,3991,972,12G,436,business
7461,4861,973,20J,433,business
3086,2107,973,7B,33,economy
7872,1024,974,6H,210,economy
3801,6672,974,38I,610,business
6030,7586,975,9C,77,economy
2298,3983,975,9B,77,economy
6443,3277,976,5I,248,economy
6217,3592,976,26A,648,business
2225,4117,977,35F,757,business
4636,5775,977,5H,357,economy
6602,725,978,10D,38,economy
1562,5288,978,19I,438,business
2889,101,979,44E,497,business
4219,4677,979,1A,97,economy
7521,5130,980,9J,97,economy
1846,7652,980,13E,497,business
4388,362,981,1A,15,economy
4158,843,981,38F,415,business
6748,7523,982,4F,189,economy
6488,3559,982,7G,189,economy
2702,3416,983,39B,495,business
6198,4798,983,8D,95,economy
1248,5461,984,32A,448,business
3031,125,984,31D,448,business
7723,842,985,10C,54,economy
2827,2711,985,19I,454,business
7864,1965,986,44I,478,business
1920,1327,986,3H,78,economy
579,6206,987,37C,440,business
589,4738,987,6A,40,economy
3692,7603,988,1C,328,economy
3172,4954,988,16H,728,business
7005,6864,989,15F,436,business
5127,7354,989,35G,436,business
7957,413,990,2G,50,economy
1778,2518,990,33D,450,business
5854,1310,991,4E,59,economy
5343,5267,991,17G,459,business
3687,2875,992,1G,150,economy
1365,4708,992,3B,150,economy
341,1168,993,7H,80,economy
354,8048,993,15A,480,business
599,4375,994,10B,20,economy
891,6110,994,25A,420,business
2524,2469,995,38B,427,business
811,7383,995,8F,27,economy
6657,5110,996,6G,57,economy
106,7560,996,18C,457,business
1804,4331,997,3A,83,economy
68,1677,997,9C,83,economy
3066,7758,998,20A,520,business
1549,5207,998,42A,520,business
6084,3832,999,29A,519,business
317,4688,999,30H,519,business
2239,4086,1000,11I,464,business
5463,287,1000,10G,64,economy
7668,1942,1001,8H,122,economy
1523,258,1001,9C,122,economy
8079,6766,1002,1I,37,economy
7620,2595,1002,3G,37,economy
1875,1492,1003,5H,167,economy
8063,2191,1003,6I,167,economy
655,284,1004,32I,423,business
3509,7924,1004,5B,23,economy
2612,2679,1005,15J,1131,business
4770,4703,1005,37F,1131,business
5848,2266,1006,20C,618,business
7811,3633,1006,26H,618,business
6703,2399,1007,9E,117,economy
152,2051,1007,20A,517,business
4228,2455,1008,5H,175,economy
3159,7465,1008,6F,175,economy
2077,2735,1009,2F,179,economy
2096,6128,1009,4I,179,economy
1600,4305,1010,9A,198,economy
7805,115,1010,8H,198,economy
6094,7194,1011,11F,447,business
4751,1860,1011,44C,447,business
7823,4726,1012,44E,655,business
2679,6991,1012,16H,655,business
3806,5704,1013,27I,561,business
7912,991,1013,37J,561,business
5471,1136,1014,38H,663,business
1534,6600,1014,4E,263,economy
4463,6931,1015,10G,98,economy
315,946,1015,3J,98,economy
5794,6484,1016,5F,24,economy
7495,3595,1016,2C,24,economy
1134,4298,1017,22F,423,business
4003,7410,1017,28G,423,business
6824,3695,1018,9B,76,economy
3630,4661,1018,1H,76,economy
498,6833,1019,18F,494,business
3606,6551,1019,6D,94,economy
2965,2228,1020,2A,14,economy
1195,3726,1020,2C,14,economy
7307,983,1021,3I,108,economy
1190,6648,1021,5G,108,economy
4524,2406,1022,6G,153,economy
901,6555,1022,10B,153,economy
8105,1365,1023,1F,73,economy
6571,5537,1023,12G,473,business
2067,6613,1024,43C,686,business
4199,6289,1024,7A,286,economy
3675,3658,1025,27B,593,business
7775,859,1025,15D,593,business
5847,7715,1026,2J,193,economy
7808,1435,1026,43I,593,business
2518,1960,1027,3E,199,economy
4649,364,1027,2A,199,economy
7720,7580,1028,4E,328,economy
3383,6301,1028,8H,328,economy
6422,948,1029,13F,922,business
4289,2487,1029,33B,922,business
7892,4611,1030,5I,126,economy
4094,2126,1030,37I,526,business
6053,7944,1031,36F,439,business
3411,3703,1031,29F,439,business
2332,1450,1032,7G,54,economy
1097,180,1032,6A,54,economy
3980,7413,1033,9F,36,economy
5868,5471,1033,6I,36,economy
2532,7558,1034,12B,418,business
819,5072,1034,3C,18,economy
209,7283,1035,2J,48,economy
7660,4854,1035,25A,448,business
3683,4910,1036,21I,583,business
603,7886,1036,9H,183,economy
3037,642,1037,43B,669,business
800,5135,1037,33I,669,business
2631,6047,1038,3A,108,economy
6399,1170,1038,2E,108,economy
648,1851,1039,13J,531,business
4819,2233,1039,32F,531,business
3092,5185,1040,10B,25,economy
306,6154,1040,18A,425,business
4987,2615,1041,30A,934,business
3674,3931,1041,27C,934,business
360,5319,1042,7D,5,economy
382,5790,1042,4B,5,economy
6960,4504,1043,20C,404,business
4547,4190,1043,9B,4,economy
722,1146,1044,40J,458,business
7062,7777,1044,42G,458,business
2231,2132,1045,7A,109,economy
6021,1303,1045,8I,109,economy
8179,2533,1046,15G,499,business
1270,1122,1046,5E,99,economy
6926,331,1047,9G,27,economy
880,5176,1047,10G,27,economy
1686,2668,1048,1I,225,economy
710,3758,1048,30H,625,business
5466,5760,1049,38D,1413,business
7431,5848,1049,35J,1413,business
432,7668,1050,5J,133,economy
461,5118,1050,6D,133,economy
1941,6863,1051,7F,33,economy
1492,1601,1051,8D,33,economy
7412,1083,1052,1B,243,economy
4149,675,1052,11H,643,business
5780,8098,1053,6I,51,economy
843,6998,1053,9C,51,economy
3969,4384,1054,33I,1081,business
3730,4120,1054,11D,1081,business
2148,2288,1055,4E,313,economy
945,3126,1055,36B,713,business
5138,6107,1056,8I,59,economy
3822,4875,1056,2J,59,economy
6770,4879,1057,2B,807,economy
3029,6421,1057,16I,1207,business
5465,4702,1058,25G,566,business
4431,2064,1058,5A,166,economy
5712,2874,1059,15J,488,business
278,1177,1059,44G,488,business
2527,1977,1060,2D,230,economy
3858,4518,1060,8D,230,economy
1223,1642,1061,5D,210,economy
8103,3639,1061,7G,210,economy
1802,1646,1062,43J,478,business
561,5277,1062,40J,478,business
2098,5530,1063,18B,579,business
5028,1756,1063,9J,179,economy
3099,2075,1064,2G,12,economy
4461,5983,1064,14G,412,business
6375,7096,1065,23G,607,business
6651,645,1065,10E,207,economy
6826,4090,1066,6J,101,economy
4712,7864,1066,23F,501,business
3646,6654,1067,32G,549,business
3416,6163,1067,9I,149,economy
6978,5220,1068,16H,449,business
664,5803,1068,1H,49,economy
3345,6201,1069,3H,312,economy
2289,2104,1069,3G,312,economy
2192,6621,1070,8G,58,economy
726,5998,1070,10H,58,economy
3569,3319,1071,6H,125,economy
769,6232,1071,5H,125,economy
3402,167,1072,9G,77,economy
551,7993,1072,33A,477,business
3243,5476,1073,19I,417,business
5381,2876,1073,7G,17,economy
5697,5609,1074,23D,455,business
5488,4265,1074,18A,455,business
1419,5036,1075,38H,782,business
8084,1428,1075,10H,382,economy
862,5240,1076,4J,42,economy
2361,2944,1076,18I,442,business
5907,6887,1077,16H,439,business
166,336,1077,20A,439,business
4868,2603,1078,6I,23,economy
7036,6304,1078,6A,23,economy
3804,1285,1079,20B,447,business
1006,2672,1079,40D,447,business
5721,1550,1080,36E,410,business
1045,595,1080,1J,10,economy
6886,2613,1081,24F,491,business
5809,411,1081,2C,91,economy
3703,1571,1082,3E,57,economy
1868,7149,1082,14I,457,business
400,6237,1083,32G,507,business
5358,2915,1083,6E,107,economy
7400,1548,1084,8E,29,economy
5506,7870,1084,10A,29,economy
2834,2283,1085,1F,673,economy
3101,1814,1085,27H,1073,business
1630,7267,1086,27C,535,business
7552,2688,1086,2H,135,economy
4646,6481,1087,24J,1292,business
1271,3782,1087,18I,1292,business
5072,6640,1088,7H,452,economy
7831,2872,1088,34B,852,business
5296,2677,1089,10H,74,economy
2363,5737,1089,14A,474,business
4315,1837,1090,32J,477,business
7602,7865,1090,13H,477,business
2580,2543,1091,24I,438,business
6096,3412,1091,37G,438,business
619,784,1092,1A,110,economy
6413,1276,1092,26C,510,business
5904,6867,1093,31B,465,business
5397,693,1093,42E,465,business
1728,893,1094,18H,471,business
7705,4567,1094,10B,71,economy
3913,817,1095,1I,64,economy
2073,1401,1095,36B,464,business
7540,7946,1096,41H,445,business
3181,7417,1096,9H,45,economy
2219,6850,1097,1E,89,economy
3819,4468,1097,32F,489,business
1385,5346,1098,13J,464,business
6682,3467,1098,26C,464,business
4347,4730,1099,1D,201,economy
6771,3482,1099,2D,201,economy
8132,1338,1100,31G,420,business
2816,1293,1100,18G,420,business
1125,2494,1101,1E,32,economy
6162,1299,1101,33E,432,business
909,4280,1102,20F,1280,business
6433,3252,1102,33J,1280,business
3295,356,1103,4J,73,economy
7355,5410,1103,5H,73,economy
1735,1098,1104,12H,554,business
5185,7505,1104,37B,554,business
7716,8052,1105,4E,18,economy
2545,7767,1105,13I,418,business
4244,792,1106,15I,749,business
6675,3952,1106,5B,349,economy
6894,5263,1107,43B,496,business
6642,5517,1107,37I,496,business
2710,212,1108,9I,23,economy
971,7235,1108,7H,23,economy
3664,902,1109,9F,96,economy
2078,74,1109,5H,96,economy
8057,7000,1110,33E,478,business
2141,3513,1110,41F,478,business
3224,5291,1111,9I,166,economy
6737,5630,1111,38B,566,business
3787,6886,1112,23I,440,business
2758,221,1112,5G,40,economy
5460,6347,1113,9F,499,economy
2829,5971,1113,6F,499,economy
5648,2634,1114,3I,122,economy
2752,8096,1114,2G,122,economy
7350,4940,1115,1C,189,economy
1956,778,1115,8B,189,economy
748,6859,1116,20B,457,business
5213,5958,1116,39B,457,business
7709,4532,1117,1G,55,economy
787,2270,1117,9D,55,economy
7292,7179,1118,25D,634,business
7313,862,1118,33C,634,business
2921,747,1119,10H,149,economy
6698,1039,1119,26I,549,business
1103,2731,1120,3A,30,economy
7522,2474,1120,11C,430,business
5908,6023,1121,36C,435,business
4037,7020,1121,7A,35,economy
7331,202,1122,16G,495,business
5982,5321,1122,10E,95,economy
7706,475,1123,42D,712,business
6587,7427,1123,40A,712,business
7243,7781,1124,3J,14,economy
4258,2762,1124,7A,14,economy
6517,6659,1125,14D,602,business
3372,153,1125,29A,602,business
1382,3155,1126,13F,453,business
6409,1721,1126,26I,453,business
1215,2963,1127,1A,200,economy
229,2738,1127,10E,200,economy
6832,5269,1128,6A,110,economy
523,6865,1128,9J,110,economy
1647,4417,1129,1D,81,economy
1410,7988,1129,7F,81,economy
2905,7575,1130,28G,579,business
4531,4653,1130,9E,179,economy
853,8061,1131,4B,17,economy
353,1739,1131,11G,417,business
7891,314,1132,7A,659,economy
5180,5705,1132,16J,1059,business
5807,850,1133,6B,95,economy
3451,7791,1133,16E,495,business
1170,2900,1134,6F,149,economy
2700,7240,1134,13C,549,business
4752,5767,1135,38F,445,business
6377,3176,1135,1C,45,economy
1626,6103,1136,1H,166,economy
3725,2971,1136,25J,566,business
6226,4099,1137,9E,10,economy
4896,5852,1137,3A,10,economy
7447,7102,1138,2F,250,economy
1284,6056,1138,15I,650,business
6219,4297,1139,23E,494,business
5141,3352,1139,1I,94,economy
3452,646,1140,7A,69,economy
365,8156,1140,40B,469,business
911,2570,1141,38D,487,business
6979,6410,1141,6G,87,economy
2755,4063,1142,3E,11,economy
5674,5469,1142,26F,411,business
1491,1129,1143,26F,423,business
5214,6365,1143,3G,23,economy
8133,7171,1144,2H,57,economy
2282,4548,1144,9G,57,economy
3802,3741,1145,5I,144,economy
7895,7118,1145,36D,544,business
2888,3735,1146,10E,19,economy
5832,2649,1146,41D,419,business
7261,2328,1147,20A,439,business
1392,4973,1147,7J,39,economy
2456,6166,1148,6E,825,economy
4894,5536,1148,16D,1225,business
340,1286,1149,13A,1274,business
356,4717,1149,2I,874,economy
1313,3498,1150,24A,543,business
335,2372,1150,8E,143,economy
1704,4741,1151,25D,428,business
4346,2447,1151,4J,28,economy
1973,6408,1152,33B,527,business
6292,6515,1152,10G,127,economy
7969,7224,1153,7F,46,economy
1535,3936,1153,3I,46,economy
6072,1769,1154,19F,414,business
4466,2218,1154,27C,414,business
4775,6450,1155,9G,89,economy
4790,460,1155,3A,89,economy
1556,1395,1156,39G,594,business
4735,392,1156,16F,594,business
128,4841,1157,9B,641,economy
6428,2689,1157,18A,1041,business
2193,5707,1158,42F,421,business
4051,7859,1158,1F,21,economy
7868,2480,1159,2B,83,economy
2450,908,1159,5A,83,economy
4067,7371,1160,18C,533,business
1489,279,1160,1J,133,economy
5725,6559,1161,18D,421,business
277,6157,1161,20B,421,business
7491,2391,1162,38A,570,business
4207,1897,1162,10A,170,economy
6976,7902,1163,3I,331,economy
1162,4276,1163,34F,731,business
4839,3541,1164,16D,477,business
5120,1349,1164,8A,77,economy
8138,5438,1165,7G,76,economy
5758,5574,1165,38B,476,business
57,7022,1166,3D,16,economy
1566,2395,1166,6C,16,economy
982,5198,1167,3H,71,economy
7368,7750,1167,6C,71,economy
6529,5500,1168,5J,48,economy
5507,1835,1168,14E,448,business
4281,2160,1169,3D,26,economy
5895,3320,1169,17D,426,business
5656,4550,1170,32D,440,business
8098,4020,1170,29D,440,business
1904,6673,1171,35E,557,business
967,534,1171,31C,557,business
3204,4044,1172,9J,162,economy
6984,3891,1172,5G,162,economy
2399,4262,1173,9A,175,economy
4264,2245,1173,25F,575,business
7473,7175,1174,35F,541,business
5775,3115,1174,6C,141,economy
981,2620,1175,21E,471,business
2206,4545,1175,3F,71,economy
6503,4541,1176,12J,852,business
6295,6396,1176,12E,852,business
3236,541,1177,39F,555,business
6740,83,1177,8E,155,economy
2741,2770,1178,2E,193,economy
5134,2134,1178,18I,593,business
1353,5206,1179,28H,443,business
5838,185,1179,22A,443,business
3283,4104,1180,43D,459,business
3017,6376,1180,2I,59,economy
2841,7563,1181,1E,33,economy
2861,2839,1181,6F,33,economy
4590,8053,1182,31J,1211,business
1205,2339,1182,1H,811,economy
7048,73,1183,3B,850,economy
6799,7041,1183,7F,850,economy
8185,1325,1184,15J,454,business
8016,3767,1184,1G,54,economy
5362,5038,1185,14F,544,business
7844,7140,1185,11J,544,business
6427,1913,1186,30H,417,business
5092,4794,1186,19D,417,business
1218,6040,1187,5H,62,economy
4350,972,1187,32C,462,business
4925,2736,1188,39C,426,business
1272,1797,1188,34B,426,business
2343,334,1189,10C,95,economy
8032,3361,1189,37F,495,business
6695,6750,1190,38B,590,business
4295,4889,1190,4J,190,economy
196,121,1191,3A,153,economy
7630,1686,1191,6J,153,economy
3584,2976,1192,10E,701,economy
6041,6856,1192,3A,701,economy
7990,148,1193,1F,44,economy
3379,7898,1193,24J,444,business
1957,3501,1194,18H,469,business
4369,1579,1194,6A,69,economy
6,1082,1195,9D,134,economy
4142,1502,1195,31A,534,business
4203,5467,1196,21A,952,business
3943,3557,1196,10D,552,economy
8067,7312,1197,31C,1062,business
167,3239,1197,29A,1062,business
1428,7114,1198,1E,59,economy
715,2414,1198,24G,459,business
3324,4401,1199,26I,480,business
5184,7008,1199,39C,480,business
7978,5021,1200,23J,686,business
2006,5100,1200,24F,686,business
889,7474,1201,1A,130,economy
3470,5532,1201,5H,130,economy
5152,4268,1202,4A,85,economy
2513,3247,1202,8A,85,economy
7397,5167,1203,42E,432,business
6061,7996,1203,27I,432,business
4594,5571,1204,5I,187,economy
4361,5243,1204,25J,587,business
2602,6117,1205,1I,37,economy
1835,226,1205,1B,37,economy
1465,3862,1206,43A,483,business
4614,418,1206,28G,483,business
3777,3980,1207,3D,77,economy
707,7274,1207,16B,477,business
4115,4229,1208,31H,525,business
1058,7689,1208,1G,125,economy
560,4174,1209,10G,13,economy
78,5401,1209,7J,13,economy
970,3768,1210,10I,187,economy
5137,6104,1210,27J,587,business
3432,1499,1211,33B,1435,business
6907,1599,1211,14C,1435,business
6431,3271,1212,19J,486,business
2953,2178,1212,1D,86,economy
5420,4850,1213,30H,576,business
1004,4786,1213,2C,176,economy
5212,7056,1214,44J,484,business
14,6491,1214,6A,84,economy
63,4605,1215,4I,24,economy
1322,6627,1215,3C,24,economy
1632,1178,1216,9E,77,economy
4542,2607,1216,14J,477,business
7002,874,1217,24G,443,business
3778,1824,1217,4H,43,economy
1009,4625,1218,44F,912,business
2232,3739,1218,34B,912,business
7979,5300,1219,24C,490,business
4963,2385,1219,36B,490,business
3277,3731,1220,43A,465,business
7340,396,1220,8D,65,economy
7393,7565,1221,28D,557,business
4426,3738,1221,3J,157,economy
2986,1267,1222,18E,756,business
7324,7836,1222,10F,356,economy
1235,2784,1223,4J,267,economy
8153,4709,1223,26B,667,business
4499,3335,1224,14H,643,business
6124,602,1224,44E,643,business
3330,7510,1225,37H,460,business
6827,5576,1225,13F,460,business
8156,332,1226,9G,133,economy
3635,1626,1226,7B,133,economy
1551,2977,1227,6H,88,economy
4978,7195,1227,27C,488,business
6323,1273,1228,42C,466,business
7727,2163,1228,7E,66,economy
548,2018,1229,1H,23,economy
4729,5380,1229,27E,423,business
838,3255,1230,1F,106,economy
7758,7664,1230,38B,506,business
2197,5592,1231,6I,122,economy
3800,2366,1231,28E,522,business
2925,741,1232,3C,138,economy
4551,5074,1232,3E,138,economy
214,5145,1233,39C,477,business
12,3864,1233,10D,77,economy
6598,6287,1234,43J,413,business
6618,7577,1234,6H,13,economy
2072,858,1235,9B,124,economy
6630,4604,1235,35H,524,business
7807,2237,1236,11G,438,business
5590,4552,1236,2G,38,economy
7996,7238,1237,10C,105,economy
2275,6622,1237,29G,505,business
7508,5520,1238,20D,451,business
4500,7649,1238,4G,51,economy
7072,6885,1239,22D,437,business
5226,4729,1239,4D,37,economy
496,215,1240,34B,1029,business
4676,2106,1240,31J,1029,business
3193,7623,1241,27D,563,business
5878,4349,1241,28F,563,business
7315,4801,1242,42I,453,business
5412,653,1242,6F,53,economy
1301,2495,1243,19I,566,business
3412,3001,1243,44E,566,business
4536,7650,1244,23I,457,business
7821,308,1244,35I,457,business
6704,7363,1245,9I,70,economy
2160,535,1245,8E,70,economy
5722,562,1246,7I,87,economy
4434,7422,1246,28J,487,business
2305,1608,1247,6E,187,economy
1308,5524,1247,41H,587,business
762,4499,1248,2F,222,economy
5477,5226,1248,33H,622,business
7973,2281,1249,37A,448,business
794,1262,1249,35H,448,business
2867,5351,1250,1I,88,economy
5276,950,1250,5H,88,economy
752,3817,1251,10D,137,economy
1964,6498,1251,8J,137,economy
8144,3129,1252,10H,33,economy
6844,1488,1252,10A,33,economy
597,7490,1253,2C,333,economy
2628,2968,1253,5C,333,economy
4337,4358,1254,30E,478,business
1480,1281,1254,44D,478,business
1715,5864,1255,3I,210,economy
225,1570,1255,31C,610,business
5454,3152,1256,43C,567,business
3070,7695,1256,8B,167,economy
832,6247,1257,17B,618,business
8019,5266,1257,31D,618,business
1911,7951,1258,27F,411,business
1198,25,1258,9D,11,economy
5538,2164,1259,34F,576,business
569,1807,1259,10J,176,economy
5124,2855,1260,10H,269,economy
7022,4060,1260,9E,269,economy
1005,7001,1261,25H,506,business
8167,1999,1261,2J,106,economy
2360,3697,1262,36J,650,business
372,2558,1262,34C,650,business
3088,4428,1263,19H,489,business
3106,5488,1263,1F,89,economy
5835,5590,1264,14G,551,business
7525,2745,1264,20A,551,business
413,7897,1265,33G,418,business
2947,4197,1265,33C,418,business
1473,6199,1266,28D,1086,business
4087,5457,1266,25J,1086,business
2198,2565,1267,26D,577,business
4604,2015,1267,2H,177,economy
2339,4089,1268,6F,48,economy
3670,55,1268,3A,48,economy
4275,5930,1269,14I,577,business
6980,2918,1269,10D,177,economy
4571,1380,1270,11I,1075,business
2447,5424,1270,20J,1075,business
7664,5522,1271,37I,504,business
2270,7738,1271,15A,504,business
4259,4682,1272,2H,215,economy
