airline_id,airline_name,country,icao_code,iata_code,alias
3,1Time Airline,South Africa,1T,RNX,
10,40-Mile Air,United States,Q5,MLA,
13,Ansett Australia,Australia,AN,AAA,
14,Abacus International,Singapore,1B,,
21,Aigle Azur,France,ZI,AAF,
22,Aloha Airlines,United States,AQ,AAH,
24,American Airlines,United States,AA,AAL,
28,Asiana Airlines,Republic of Korea,OZ,AAR,
29,Askari Aviation,Pakistan,4K,AAS,
32,Afriqiyah Airways,Libya,8U,AAW,
35,Allegiant Air,United States,G4,AAY,
42,ABSA - Aerolinhas Brasileiras,Brazil,M3,TUS,
55,Astral Aviation,Kenya,8V,ACP,
68,Air Tindi,Canadian Territories,8T,,
72,Ada Air,Albania,ZY,ADE,
83,Adria Airways,Slovenia,JP,ADR,
90,Air Europa,Spain,UX,AEA,
93,Aero Benin,Benin,EM,AEB,
96,Aegean Airlines,Greece,A3,AEE,
106,Air Europe,Italy,PE,AEL,
109,Alaska Central Express,United States,KO,AER,
110,ACES Colombia,Colombia,,AES,
112,Astraeus,United Kingdom,5W,AEU,
114,Aerosvit Airlines,Ukraine,VV,AEW,
116,Air Italy,Italy,I9,AEY,
120,Alliance Airlines,Australia,QQ,UTY,
125,Ariana Afghan Airlines,Afghanistan,FG,AFG,
130,Aeroflot Russian Airlines,Russia,SU,AFL,
132,Air Bosna,Bosnia and Herzegovina,JA,BON,
137,Air France,France,AF,AFR,
139,Air Caledonie International,France,SB,ACI,
146,Air Salone,Sierra Leone,2O,,
149,Air Cargo Carriers,United States,2Q,SNC,
153,Air Namibia,Namibia,SW,NMB,
165,Aerolitoral,Mexico,5D,SLI,
174,Air Glaciers,Switzerland,7T,AGV,
176,Aviogenex,Serbia,,AGX,
179,Aeroper,Peru,PL,PLI,
180,Atlas Blue,Morocco,8A,BMM,
197,Azerbaijan Airlines,Azerbaijan,J2,AHY,
198,Avies,Estonia,U3,AIA,
208,Airblue,Pakistan,ED,ABQ,
210,Airlift International,United States,,AIR,
214,Air Berlin,Germany,AB,BER,
218,Air India Limited,India,AI,AIC,
220,Air Bourbon,Reunion,ZB,BUB,
221,Air Atlanta Icelandic,Iceland,CC,ABD,
225,Air Tahiti Nui,France,TN,THT,
231,Arkia Israel Airlines,Israel,IZ,AIZ,
239,Air Jamaica,Jamaica,JM,AJM,
240,Air One,Italy,AP,ADH,
241,Air Sahara,India,S2,RSH,
242,Air Malta,Malta,KM,AMC,
250,Air Japan,Japan,NQ,AJX,
252,Air Korea Co. Ltd.,Republic of Korea,,AKA,
263,Air Kiribati,Kiribati,4A,AKL,
281,America West Airlines,United States,HP,AWE,
282,Air Wisconsin,United States,ZW,AWI,
286,Tatarstan Airlines,Russia,U9,TAK,
287,Allegheny Commuter Airlines,United States,,ALO,
295,Air Sunshine,United States,,RSI,
299,Air Libert,France,VD,,
306,Air Malawi,Malawi,QM,AML,
312,Air Sicilia,Italy,BM,,
315,ATA Airlines,United States,,AMT,
316,Air Macau,Macao,NX,AMU,
317,AMC Airlines,Egypt,,AMV,
319,Air Seychelles,Seychelles,HM,SEY,
321,AeroMéxico,Mexico,AM,AMX,
324,All Nippon Airways,Japan,NH,ANA,ANA All Nippon Airways
327,Air Nostrum,Spain,YW,ANE,
328,Air Niugini,Papua New Guinea,PX,ANG,
329,Air Arabia,United Arab Emirates,G9,ABY,
330,Air Canada,Canada,AC,ACA,
333,Air Baltic,Latvia,BT,BTI,
336,Air Nippon,Japan,EL,ANK,
338,Airnorth,Australia,TL,ANO,
341,Air North Charter - Canada,Canada,4N,ANT,
345,Air New Zealand,New Zealand,NZ,ANZ,
371,Alitalia Express,Italy,XM,SMX,
386,Aero Flight,Germany,GV,ARF,
397,Arrow Air,United States,JW,APW,
410,Aerocondor,Portugal,2B,ARD,
411,Aires,S.A.,4C,ARE,
412,Aerolineas Argentinas,Argentina,AR,ARG,
439,Alaska Airlines,ALASKA,AS,ASA,
442,Air Sinai,Egypt,4D,ASD,
452,Atlantic Southeast Airlines,United States,EV,ASQ,
462,Astrakhan Airlines,Russia,OB,ASZ,
465,Air Tanzania,Tanzania,TC,ATC,
470,Air Burkina,Burkina Faso,2J,VBW,
476,Airlines Of Tasmania,Australia,FO,ATM,
477,Air Saint Pierre,France,PJ,SPM,
491,Austrian Airlines,Austria,OS,AUA,
492,Air Southwest,United Kingdom,,WOW,
493,Augsburg Airways,Germany,IQ,AUB,
497,ATUR,Ecuador,,TUR,
502,Abu Dhabi Amiri Flight,United Arab Emirates,MO,AUH,
503,Aeroflot-Nord,Russia,5N,AUL,
508,Aurigny Air Services,United Kingdom,GR,AUR,
510,Austral Lineas Aereas,Argentina,AU,AUT,
515,Avianca - Aerovias Nacionales de Colombia,AVIANCA,AV,AVA,
524,Air Vanuatu,Vanuatu,NF,AVN,
543,Air Bangladesh,Bangladesh,B9,BGD,
547,Air Mediterranee,France,DR,BIE,
551,Air Moorea,France,,TAH,
563,Aeroline GmbH,Germany,7E,AWU,
565,Air Wales,United Kingdom,6G,AWW,
567,Air Caraïbes,France,TX,FWI,
569,Air India Express,India,IX,AXB,
575,Air Exel,Netherlands,XT,AXL,
576,AirAsia,Malaysia,AK,AXM,Air Asia
595,Atlant-Soyuz Airlines,Russia,3G,AYZ,
596,Alitalia,Italy,AZ,AZA,
603,Amaszonas,Bolivia,Z8,AZN,
608,Air Zimbabwe,Zimbabwe,UM,AZW,
622,Aserca Airlines,Venezuela,R7,OCA,
641,Rossiya-Russian Airlines,Russia,FV,SDM,Pulkovo Aviation Enterprise
659,American Eagle Airlines,United States,MQ,EGF,
665,AD Aviation,United Kingdom,,VUE,
682,Air Ivoire,Ivory Coast,VU,VUN,
683,Air Botswana,Botswana,BP,BOT,
690,Air Foyle,United Kingdom,GS,UPA,
692,Air Tahiti,French Polynesia,VT,VTA,
695,Air VIA,Bulgaria,VL,VIM,
715,Africa West,Togo,FK,WTA,
724,ATRAN Cargo Airlines,Russian Federation,V8,VAS,
751,Air China,China,CA,CCA,
753,Aero Condor Peru,Peru,Q6,CDP,
787,Air Chathams,New Zealand,CV,CVA,
788,Air Marshall Islands,Marshall Islands,CW,CWM,
792,Access Air,United States,ZA,CYD,
794,Air Algerie,Algeria,AH,DAH,
800,Adam Air,Indonesia,KI,DHI,
807,Air Dolomiti,Italy,EN,DLA,
816,Aeroflot-Don,Russia,D9,DNV,
817,Air Madrid,Spain,NM,DRD,
837,Aer Lingus,Ireland,EI,EIN,
876,Air Finland,Finland,OF,FIF,
878,Airfix Aviation,Finland,,FIX,
879,Air Pacific,Fiji,FJ,FJI,
881,Atlantic Airways,Faroe Islands,RC,FLI,
882,Air Florida,United States,QH,FLZ,
896,Air Iceland,Iceland,NY,FXI,
897,Air Philippines,Philippines,2P,GAP,
909,Air Guinee Express,Guinea,2U,GIP,
921,Air Greenland,Denmark,GL,GRL,
928,Atlas Air,United States,5Y,GTI,
931,Air Guyane,French Guiana,GG,GUY,
970,Air Bagan,Myanmar,W9,JAB,
983,Air Canada Jazz,Canada,QK,JZA,
995,Atlasjet,Turkey,KK,KKK,
998,Air Koryo,Democratic People's Republic of Korea,JS,KOR,
1006,Air Astana,Kazakhstan,KC,KZR,
1008,Albanian Airlines,Albania,LV,LBC,
1017,Air Alfa,Turkey,,LFA,
1034,Aerolane,Ecuador,XL,LNE,
1048,Atlantis European Airways,Armenia,TD,LUR,
1052,Air Luxor,Portugal,LK,LXR,
1057,Air Mauritius,Mauritius,MK,MAU,
1066,Air Madagascar,Madagascar,MD,MDG,
1073,Air Moldova,Moldova,9U,MLD,
1087,Air Plus Comet,Spain,A7,MPD,
1109,Astair,Russian Federation,8D,,
1116,Aero Contractors,Nigeria,AJ,NIG,
1143,Aeropelican Air Services,Australia,OT,PEL,
1188,Aer Arann,Ireland,RE,REA,
1191,Air Austral,France,UU,REU,
1200,Asian Spirit,Philippines,6K,RIT,
1202,Air Afrique,Ivory Coast,RK,RKA,
1203,Airlinair,France,A5,RLA,
1206,Aero Lanka,Sri Lanka,QL,RLN,
1213,Air Salone,Sierra Leone,20,RNE,
1216,Armavia,Armenia,U8,RNV,
1224,AeroRep,Colombia,P5,RPB,
1230,Aero-Service,Republic of the Congo,BF,RSR,
1231,Aerosur,Bolivia,5L,RSU,
1232,Aeronorte,Portugal,,RTE,
1266,Avient Aviation,Zimbabwe,Z3,SMJ,
1287,Aircompany Yakutia,Russia,R3,SYL,
1290,Aeromar,Mexico,VW,TAO,
1299,Arkefly,Netherlands,OR,TFL,
1308,Airlines PNG,Papua New Guinea,CG,TOK,
1316,AirTran Airways,United States,FL,TRS,
1317,Air Transat,Canada,TS,TSC,
1322,Avialeasing Aviation Company,Uzbekistan,EC,TWN,
1326,Tyrolean Airways,Austria,VO,TYR,
1338,Aerolineas Galapagos (Aerogal),Ecuador,2K,GLG,
1340,Alrosa Mirny Air Enterprise,Russia,6R,DRU,
1355,British Airways,United Kingdom,BA,BAW,
1359,Biman Bangladesh Airlines,Bangladesh,BG,BBC,
1401,Belair Airlines,Switzerland,4T,BHP,
1403,Bahamasair,Bahamas,UP,BHS,
1411,British International Helicopters,United Kingdom,BS,BIH,
1420,BF-Lento OY,Finland,,BKF,
1422,Bangkok Airways,Thailand,PG,BKP,
1427,Blue1,Finland,KF,BLF,
1431,Baltic Airlines,Russia,,BLL,
1434,Bearskin Lake Air Service,Canada,JV,BLS,
1436,Bellview Airlines,Nigeria,B3,BLV,
1437,bmi,United Kingdom,BD,BMA,bmi British Midland
1441,bmibaby,United Kingdom,WW,BMI,
1442,Bemidji Airlines,United States,CH,BMJ,
1445,British Midland Regional,United Kingdom,,BMR,
1463,Blue Panorama Airlines,Italy,BV,BPA,
1466,Budapest Aircraft Services/Manx2,Hungary,,BPS,
1472,Bering Air,United States,8E,BRG,
1476,Brazilian Air Force,Brazil,,BRS,
1478,Belavia Belarusian Airlines,Belarus,B2,BRU,
1500,Metro Batavia,Indonesia,7P,BTV,
1508,Berjaya Air,Malaysia,J8,BVT,
1510,Blue Wings,Germany,QW,BWG,
1523,Brit Air,France,DB,BZH,
1531,Brussels Airlines,Belgium,SN,DAT,SN Brussels Airlines
1539,Binter Canarias,Spain,NT,IBB,
1542,Blue Air,Romania,0B,JOR,
1543,British Mediterranean Airways,United Kingdom,KJ,LAJ,
1548,Bulgaria Air,Bulgaria,FB,LZB,
1550,Barents AirLink,Sweden,8N,NKF,
1581,CAL Cargo Air Lines,Israel,5C,ICL,
1607,Calima Aviacion,Spain,XG,CLI,
1615,Canadian Airlines,Canada,CP,CDN,
1623,Canadian North,Canada,5T,MPE,
1629,Cape Air,United States,9K,KAP,
1663,Caribbean Airlines,Trinidad and Tobago,BW,BWA,
1669,Carpatair,Romania,V3,KRP,
1675,Caspian Airlines,Iran,RV,CPN,
1680,Cathay Pacific,Hong Kong SAR of China,CX,CPA,
1682,Cayman Airways,Cayman Islands,KX,CAY,
1683,Cebu Pacific,Philippines,5J,CEB,
1700,Central Connect Airlines,Czech Republic,,CCG,
1708,Centralwings,Poland,C0,CLW,
1737,Charter Air,Austria,,CHW,
1739,Chautauqua Airlines,United States,RP,CHQ,
1756,China Airlines,Taiwan,CI,CAL,
1758,China Eastern Airlines,China,MU,CES,
1767,China Southern Airlines,China,CZ,CSN,
1769,China United Airlines,China,HR,CUA,
1771,Yunnan Airlines,China,3Q,CYH,
1781,Cimber Air,Denmark,QI,CIM,
1784,Cirrus Airlines,Germany,C9,RUS,
1789,City Airline,Sweden,CF,SDR,
1790,City Connexion Airlines,Burundi,G3,CIX,
1792,CityJet,Ireland,WX,BCY,
1795,BA CityFlyer,United Kingdom,CJ,CFE,
1808,Click Airways,Kyrgyzstan,,CGK,
1814,Coastal Air,United States,DQ,,
1821,Colgan Air,United States,9L,CJC,
1828,Comair,United States,OH,COM,
1829,Comair,South Africa,MN,CAW,
1843,CommutAir,United States,C5,UCA,
1844,Comores Airlines,Comoros,KR,CWK,
1860,Compass Airlines,United States,CP,CPZ,
1868,Condor Flugdienst,Germany,DE,CFG,
1876,Consorcio Aviaxsa,Mexico,6A,CHP,
1879,Contact Air,Germany,C3,KIS,Contactair
1881,Continental Airlines,United States,CO,COA,
1883,Continental Express,United States,CO,,
1884,Continental Micronesia,United States,CS,CMI,
1886,Conviasa,Venezuela,V0,VCV,
1889,Copa Airlines,Panama,CM,CMP,
1892,Copterline,Finland,,AAQ,
1894,Corendon Airlines,Turkey,,CAI,
1908,Corsairfly,France,SS,CRL,
1909,Corse-Mediterranee,France,XK,CCM,
1923,Crest Aviation,United Kingdom,,CAN,
1925,Croatia Airlines,Croatia,OU,CTN,
1931,Crown Airways,United States,,CRO,
1936,Cubana de Aviación,Cuba,CU,CUB,
1942,Cyprus Airways,Cyprus,CY,CYP,
1943,Cyprus Turkish Airlines,Turkey,YK,,
1946,Czech Airlines,Czech Republic,OK,CSA,CSA Czech Airlines
1954,DAT Danish Air Transport,Denmark,DX,DTR,
1966,Daallo Airlines,Djibouti,D3,DAO,
1973,Dalavia,Russia,H8,KHB,
1983,Darwin Airline,Switzerland,0D,DWT,
2006,Delta Aerotaxi,Italy,,DEA,
2009,Delta Air Lines,United States,DL,DAL,
2013,Denim Air,Netherlands,,DNM,
2021,Deutsche Bahn,Germany,2A,,
2041,Djibouti Airlines,Djibouti,D8,DJB,
2042,Dniproavia,Ukraine,,UDN,
2047,Dominicana de Aviaci,Dominican Republic,DO,DOA,
2048,Domodedovo Airlines,Russia,E3,DMO,
2051,DonbassAero,Ukraine,5D,UDC,
2056,Dragonair,DRAGON,KA,HDA,
2058,Druk Air,Bhutan,KB,DRK,
2061,Dubrovnik Air,Croatia,,DBK,
2070,Dutch Antilles Express,Netherlands Antilles,,DNL,
2077,dba,Germany,DI,BAG,
2091,EVA Air,Taiwan,BR,EVA,
2094,Eagle Air,Uganda,H7,,
2104,East African,Uganda,QU,UGX,
2117,Eastern Airways,United Kingdom,T3,EZE,
2125,Eastland Air,Australia,DK,ELA,
2137,Ecuavia,Ecuador,,ECU,
2138,Edelweiss Air,Switzerland,WK,EDW,
2143,Egyptair,Egypt,MS,MSR,
2150,El Al Israel Airlines,Israel,LY,ELY,
2155,El-Buraq Air Transport,Libya,UZ,BRQ,
2183,Emirates,United Arab Emirates,EK,UAE,Emirates Airlines
2193,Empresa Ecuatoriana De Aviacion,Ecuador,EU,EEA,
2213,Eritrean Airlines,Eritrea,B8,ERT,
2218,Estonian Air,Estonia,OV,ELL,
2220,Ethiopian Airlines,Ethiopia,ET,ETH,
2222,Etihad Airways,United Arab Emirates,EY,ETD,
2226,Euro Exec Express,Sweden,RZ,,
2237,Eurocypria Airlines,Cyprus,UI,ECA,
2239,Eurofly Service,Italy,GJ,EEU,
2245,Eurolot,Poland,K2,ELO,
2251,European Air Express,Germany,EA,EAL,
2260,Eurowings,Germany,EW,EWG,
2261,Evergreen International Airlines,United States,EZ,EIA,
2264,Excel Airways,United Kingdom,JN,XLA,
2265,Excel Charter,United Kingdom,,XEL,
2293,Express One International,United States,EO,LHN,
2295,ExpressJet,United States,XE,BTA,
2297,easyJet,United Kingdom,U2,EZY,EasyJet Airline
2324,Far Eastern Air Transport,Taiwan,EF,EFA,
2350,Finnair,Finland,AY,FIN,
2351,Finncomm Airlines,Finland,FC,WBA,
2353,Firefly,Malaysia,FY,FFM,
2354,First Air,Canada,7F,FAB,
2357,First Choice Airways,United Kingdom,DP,FCA,
2395,Flightline,United Kingdom,B5,FLT,
